Nombre_Empresa,Monto_Credito,Divisa,Operacion,Fecha_Inicio,Fecha_Fin,Plazo
grupo carso,1172766.14,USD,OP-987804,20/08/2024,N/A,N/A
LIVERPOOL,7746388.11,EUR,OP-762973,30/11/2020,N/A,N/A
SORIANA,4753983.77,USD,OP-535045,14/04/2016,N/A,N/A
walmart de méxico,2590197.09,MXN,OP-206710,"September 23, 2021","November 29, 2023",797
banorte,793895.92,USD,OP-638700,2016-08-17,13/04/2024,2796
américa móvil,202552.17,MXN,OP-351156,2023-09-04,N/A,N/A
cemex,1014621.52,EUR,OP-354269,"May 21, 2021",N/A,N/A
grupo lala,487442.45,EUR,OP-144675,22/02/2025,N/A,N/A
CEMEX,8267517.49,EUR,OP-909119,02/11/2024,N/A,N/A
SORIANA,6746776.99,MXN,OP-354905,2024-04-28,N/A,N/A
banorte,7523012.53,USD,OP-418674,2020-03-29,N/A,N/A
BANORTE,4484207.88,EUR,OP-799846,25/04/2021,N/A,N/A
LIVERPOOL,4195412.19,MXN,OP-970114,2015-12-20,29-Jan-2020,1501
banorte,926069.38,USD,OP-523310,"December 07, 2020",2021-11-11,339
femsa,9227516.38,MXN,OP-584626,17/04/2016,N/A,N/A
ALSEA,8260343.35,MXN,OP-651328,"December 19, 2017","February 11, 2020",784
bbva méxico,7430497.39,MXN,OP-362461,03/06/2023,N/A,N/A
grupo lala,4161378.89,MXN,OP-282272,10/09/2023,N/A,N/A
américa móvil,8782824.69,USD,OP-530621,"March 12, 2020",N/A,N/A
GRUPO BIMBO,3289527.27,MXN,OP-161209,2021-10-22,"May 22, 2022",212
TELMEX,1388755.76,EUR,OP-933934,"July 30, 2018",2022-07-13,1444
GRUPO MÉXICO,3529121.89,EUR,OP-500807,26-Aug-2018,N/A,N/A
walmart de méxico,4427525.62,EUR,OP-393073,"February 01, 2019","August 01, 2019",181
FEMSA,9987950.76,MXN,OP-562215,03-Jun-2025,N/A,N/A
liverpool,7559131.35,MXN,OP-846167,"May 17, 2019",N/A,N/A
AMÉRICA MÓVIL,4441984.4,MXN,OP-197250,2025-05-12,N/A,N/A
liverpool,345680.08,MXN,OP-539866,"November 06, 2020",N/A,N/A
GRUPO BIMBO,4899740.01,USD,OP-460266,09-Jul-2021,N/A,N/A
banorte,791888.87,MXN,OP-913616,"November 01, 2019",N/A,N/A
TELMEX,2350005.0,EUR,OP-251769,2019-07-10,N/A,N/A
BBVA MÉXICO,3237793.88,USD,OP-656424,27/04/2020,N/A,N/A
grupo lala,7148995.64,EUR,OP-466666,14-Oct-2022,N/A,N/A
bbva méxico,1255128.36,MXN,OP-802620,2017-05-15,N/A,N/A
TELMEX,198485.87,USD,OP-864182,28/12/2024,N/A,N/A
GRUPO BIMBO,8787204.96,EUR,OP-420684,"April 01, 2019",14/12/2020,623
pemex,467448.44,USD,OP-347088,01-Apr-2025,N/A,N/A
walmart de méxico,4197909.96,EUR,OP-888219,"March 26, 2019",N/A,N/A
CEMEX,5283463.99,EUR,OP-431072,"December 01, 2022",N/A,N/A
TELMEX,9463906.29,EUR,OP-790131,2024-11-26,N/A,N/A
grupo carso,5527055.15,EUR,OP-714825,26-Mar-2019,N/A,N/A
PEMEX,7937307.47,EUR,OP-492700,"April 25, 2017",N/A,N/A
GRUPO LALA,9027873.31,USD,OP-518063,2020-05-23,N/A,N/A
PEMEX,7624421.05,USD,OP-150784,18/11/2023,N/A,N/A
BANORTE,8381740.17,USD,OP-687997,"February 27, 2023",N/A,N/A
femsa,9338405.46,MXN,OP-577705,07-Nov-2015,N/A,N/A
pemex,454811.1,EUR,OP-359898,21-Apr-2025,N/A,N/A
grupo carso,3757154.62,USD,OP-722204,2018-08-07,23-Dec-2023,1964
alsea,4157518.08,USD,OP-802826,2023-06-09,N/A,N/A
grupo carso,5062128.23,MXN,OP-876250,15-Jun-2025,N/A,N/A
grupo lala,2100248.77,EUR,OP-434616,2022-08-08,20/04/2024,621
liverpool,4421885.41,MXN,OP-556168,31-May-2023,N/A,N/A
BBVA MÉXICO,7271604.97,USD,OP-881801,26-May-2019,2020-03-26,305
GRUPO LALA,3453689.8,MXN,OP-168596,18-Jan-2022,N/A,N/A
GRUPO MÉXICO,1575692.4,MXN,OP-412164,18/05/2020,N/A,N/A
grupo carso,3579601.5,USD,OP-946307,"June 26, 2020","August 06, 2021",406
GRUPO CARSO,1904739.54,USD,OP-414410,2023-11-21,N/A,N/A
AMÉRICA MÓVIL,9535551.64,EUR,OP-898816,17/11/2023,N/A,N/A
GRUPO BIMBO,3990251.94,EUR,OP-204583,15/10/2015,2017-11-20,767
pemex,3252086.15,MXN,OP-621345,20/05/2025,N/A,N/A
BANORTE,7383455.19,MXN,OP-761938,08/07/2016,2021-04-05,1702
WALMART DE MÉXICO,8841506.9,EUR,OP-205498,25/11/2024,N/A,N/A
TELMEX,5252645.45,USD,OP-516095,15-Mar-2025,N/A,N/A
grupo carso,5622696.31,EUR,OP-491817,2020-11-29,N/A,N/A
GRUPO MÉXICO,7630957.59,EUR,OP-180652,"April 07, 2017",N/A,N/A
ALSEA,3906618.25,USD,OP-271448,"October 27, 2018",12-Jul-2021,989
GRUPO MÉXICO,5739222.33,EUR,OP-910886,06/12/2023,N/A,N/A
liverpool,6988579.36,USD,OP-345356,23-Aug-2023,N/A,N/A
WALMART DE MÉXICO,570614.8,USD,OP-234374,"September 10, 2015",N/A,N/A
grupo carso,6624356.35,USD,OP-938579,05-Jun-2025,N/A,N/A
CEMEX,2206679.14,MXN,OP-673071,"December 23, 2022",2023-01-13,21
PEMEX,6296285.7,EUR,OP-421065,2018-11-07,2021-02-11,827
GRUPO LALA,5618283.84,MXN,OP-913054,2016-06-11,N/A,N/A
BBVA MÉXICO,2477342.72,USD,OP-416017,19/02/2023,N/A,N/A
GRUPO BIMBO,4507197.05,EUR,OP-716449,"April 23, 2022",N/A,N/A
telmex,8193137.62,EUR,OP-763744,2018-05-30,2019-03-13,287
FEMSA,740764.56,USD,OP-920649,07/09/2016,"May 16, 2018",676
GRUPO BIMBO,4032557.21,MXN,OP-590758,24/01/2025,N/A,N/A
banorte,7900903.63,MXN,OP-730998,"April 06, 2018",N/A,N/A
CEMEX,1327443.23,EUR,OP-946856,29-Mar-2025,N/A,N/A
pemex,4739160.24,MXN,OP-713094,2024-08-18,N/A,N/A
telmex,4278153.44,USD,OP-526273,18/01/2025,N/A,N/A
cemex,8896334.68,EUR,OP-245274,"January 09, 2021",N/A,N/A
femsa,900251.83,EUR,OP-512526,21-Jan-2024,N/A,N/A
GRUPO BIMBO,5795595.05,MXN,OP-560019,2020-03-18,N/A,N/A
SORIANA,7127591.81,MXN,OP-686949,"July 30, 2021",02-Sep-2024,1130
telmex,8998122.98,USD,OP-270215,25/10/2024,N/A,N/A
grupo carso,8929050.06,EUR,OP-614597,31-May-2016,14/10/2021,1962
pemex,2266404.26,USD,OP-802502,2024-06-23,N/A,N/A
LIVERPOOL,165671.44,EUR,OP-151752,15/08/2021,2024-09-08,1120
SORIANA,9729643.9,EUR,OP-107894,2024-01-25,N/A,N/A
FEMSA,2020764.09,USD,OP-606164,2024-10-03,N/A,N/A
femsa,8620377.22,EUR,OP-258259,2019-04-10,N/A,N/A
bbva méxico,8787576.98,EUR,OP-506429,2020-05-24,28-Sep-2024,1588
grupo lala,4965741.92,MXN,OP-163887,04-Oct-2017,2017-11-13,40
alsea,3717415.22,MXN,OP-295862,17/04/2023,N/A,N/A
bbva méxico,6599348.9,MXN,OP-914430,22-Mar-2020,N/A,N/A
cemex,8679006.04,EUR,OP-455005,09/07/2018,30/11/2020,815
liverpool,5338528.65,EUR,OP-610029,07-May-2025,N/A,N/A
cemex,7417301.62,USD,OP-982689,"April 29, 2022",N/A,N/A
LIVERPOOL,1813873.06,USD,OP-240386,06-Nov-2021,N/A,N/A
grupo carso,1121370.05,MXN,OP-231131,"September 01, 2022",N/A,N/A
TELMEX,2157349.19,USD,OP-558138,2017-11-23,N/A,N/A
grupo lala,7732188.2,MXN,OP-889171,11-Aug-2019,N/A,N/A
SORIANA,2091827.0,EUR,OP-633168,2019-10-05,N/A,N/A
CEMEX,407791.86,MXN,OP-206894,21/06/2024,N/A,N/A
CEMEX,1247909.8,USD,OP-593815,03-Aug-2018,N/A,N/A
AMÉRICA MÓVIL,5574316.19,MXN,OP-665972,"March 18, 2025",N/A,N/A
AMÉRICA MÓVIL,3318606.87,EUR,OP-735891,"May 12, 2018",14-Aug-2025,2651
banorte,4944234.32,USD,OP-363527,2019-03-05,N/A,N/A
GRUPO BIMBO,9676094.01,EUR,OP-867808,13/07/2021,03-Apr-2024,995
grupo méxico,4025097.32,USD,OP-148809,"August 12, 2024",N/A,N/A
grupo carso,9427668.74,EUR,OP-592213,"January 17, 2024",N/A,N/A
BBVA MÉXICO,115782.29,USD,OP-697595,26-Dec-2018,N/A,N/A
banorte,935691.96,USD,OP-679907,16/09/2022,N/A,N/A
grupo carso,6631046.26,MXN,OP-657766,"June 30, 2023",N/A,N/A
GRUPO BIMBO,578449.7,MXN,OP-619040,2022-09-30,N/A,N/A
liverpool,3999175.6,MXN,OP-686258,19-Jun-2018,N/A,N/A
TELMEX,1339313.61,MXN,OP-757170,2019-08-29,N/A,N/A
cemex,9990257.94,MXN,OP-107130,16-Jan-2022,N/A,N/A
PEMEX,505795.76,EUR,OP-410519,"February 18, 2021",2021-09-03,197
liverpool,6083494.21,USD,OP-688430,16-Dec-2023,N/A,N/A
PEMEX,5740475.84,EUR,OP-121100,"April 27, 2021",N/A,N/A
banorte,3275215.53,USD,OP-217934,2016-03-12,"April 16, 2019",1130
femsa,7941903.64,EUR,OP-831296,07/05/2018,2024-11-22,2332
GRUPO CARSO,3705666.36,EUR,OP-654144,"November 04, 2015","May 06, 2023",2740
GRUPO LALA,8772628.57,EUR,OP-410235,"December 16, 2021","June 18, 2022",184
banorte,4293463.71,EUR,OP-441587,"July 13, 2025",N/A,N/A
TELMEX,599962.04,MXN,OP-801093,"March 20, 2021",N/A,N/A
TELMEX,3580303.07,USD,OP-432845,"February 22, 2017",N/A,N/A
femsa,6606419.52,MXN,OP-771785,05-Apr-2019,06/10/2023,1527
grupo méxico,4096723.75,EUR,OP-153773,01-Oct-2016,02-Sep-2017,336
alsea,6062580.56,EUR,OP-929033,16-Jan-2019,2023-05-15,1580
soriana,2622365.35,EUR,OP-119870,"February 14, 2016",2023-07-22,2715
bbva méxico,453618.57,USD,OP-892289,2017-08-16,2023-08-15,2190
GRUPO MÉXICO,6117750.61,MXN,OP-795693,2018-03-28,22/07/2022,1577
GRUPO MÉXICO,4160907.89,USD,OP-207346,26/05/2017,N/A,N/A
SORIANA,6143882.73,MXN,OP-143450,2020-08-15,12/01/2021,473
AMÉRICA MÓVIL,6212656.84,USD,OP-865290,21/11/2020,2024-06-08,1295
WALMART DE MÉXICO,3629539.22,USD,OP-651647,"November 22, 2017",N/A,N/A
grupo méxico,4126026.28,MXN,OP-365518,2017-04-04,N/A,N/A
LIVERPOOL,3191269.43,EUR,OP-138846,20/10/2015,N/A,N/A
FEMSA,6041453.66,MXN,OP-414382,29-Apr-2019,N/A,N/A
GRUPO LALA,1566930.9,MXN,OP-915085,07/10/2024,N/A,N/A
PEMEX,7910982.58,EUR,OP-526329,07/05/2018,2023-04-19,1749
soriana,6020344.24,USD,OP-397885,2024-08-11,N/A,N/A
GRUPO MÉXICO,6482147.99,EUR,OP-680304,2020-08-23,N/A,N/A
grupo carso,7658182.95,MXN,OP-846184,2019-10-30,2025-01-12,1901
TELMEX,180139.11,MXN,OP-346190,2017-10-31,"June 26, 2018",238
grupo lala,5932607.75,USD,OP-933430,"March 30, 2019","May 07, 2022",1134
cemex,2151661.92,EUR,OP-300902,08/11/2023,N/A,N/A
ALSEA,5864777.14,EUR,OP-313570,01-Dec-2020,N/A,N/A
bbva méxico,1849389.05,EUR,OP-627266,"November 22, 2020",N/A,N/A
PEMEX,3930934.69,EUR,OP-376016,14/03/2020,N/A,N/A
telmex,8362515.17,EUR,OP-784713,2025-07-22,N/A,N/A
SORIANA,455603.36,EUR,OP-528561,2023-09-24,N/A,N/A
américa móvil,2131581.34,EUR,OP-324042,12/10/2016,N/A,N/A
WALMART DE MÉXICO,4592977.84,EUR,OP-608543,17-Sep-2023,N/A,N/A
BANORTE,3608024.63,EUR,OP-864856,"February 09, 2020",N/A,N/A
pemex,6004699.99,USD,OP-969604,07/10/2024,N/A,N/A
LIVERPOOL,4106192.02,USD,OP-330332,"July 27, 2025",N/A,N/A
GRUPO BIMBO,8780847.52,MXN,OP-649769,15/08/2018,N/A,N/A
SORIANA,4161238.36,USD,OP-380772,2019-04-14,14-Dec-2019,244
AMÉRICA MÓVIL,6731058.81,MXN,OP-968145,25/12/2020,"March 19, 2025",1545
ALSEA,4025852.56,USD,OP-304926,2017-03-21,19/02/2018,335
pemex,2310363.0,USD,OP-420068,2015-11-01,12-Dec-2015,41
WALMART DE MÉXICO,3371051.05,MXN,OP-987433,01-Aug-2025,N/A,N/A
bbva méxico,8247371.18,USD,OP-169098,"August 30, 2018",N/A,N/A
pemex,7725266.44,MXN,OP-548860,2018-03-29,11/05/2018,221
BANORTE,7399497.08,MXN,OP-298570,2020-04-27,N/A,N/A
LIVERPOOL,3818275.24,MXN,OP-427163,04/10/2023,N/A,N/A
LIVERPOOL,9159523.87,MXN,OP-125161,24/12/2024,N/A,N/A
BBVA MÉXICO,1415150.51,USD,OP-216212,19-Jun-2022,"January 14, 2025",940
soriana,4287498.56,EUR,OP-589463,07-Jul-2019,N/A,N/A
grupo méxico,3987872.47,EUR,OP-157957,"July 20, 2021",24/08/2021,35
FEMSA,4873491.97,USD,OP-451165,19/02/2020,N/A,N/A
grupo carso,6539763.7,USD,OP-765451,2015-11-16,06-Jun-2022,2394
TELMEX,2544403.56,MXN,OP-675318,"August 12, 2025",N/A,N/A
cemex,1976579.05,EUR,OP-839482,2020-06-08,"June 02, 2021",359
grupo bimbo,5384556.59,EUR,OP-773916,"April 07, 2020",2021-12-31,633
bbva méxico,1071893.27,EUR,OP-691846,"February 17, 2024",N/A,N/A
grupo carso,6598471.42,EUR,OP-794801,2016-11-05,10/03/2019,1062
BBVA MÉXICO,2145040.27,EUR,OP-698520,12-Mar-2022,03-Nov-2023,601
grupo méxico,7583890.56,EUR,OP-623487,"November 17, 2020",20/12/2020,33
pemex,8185196.5,MXN,OP-449943,"April 08, 2024","April 29, 2025",386
pemex,2240104.03,USD,OP-858959,2023-03-29,N/A,N/A
ALSEA,9797868.53,EUR,OP-168797,03/12/2018,28/03/2021,1112
ALSEA,8935166.93,EUR,OP-936419,"February 05, 2021",N/A,N/A
telmex,4005071.86,EUR,OP-801239,31/03/2024,N/A,N/A
liverpool,8054699.15,EUR,OP-601941,2022-08-14,N/A,N/A
CEMEX,3654744.2,EUR,OP-184093,2024-09-09,N/A,N/A
GRUPO BIMBO,7199849.74,USD,OP-403481,2020-09-22,11/11/2023,1145
américa móvil,8378800.82,MXN,OP-958284,25/07/2018,08/10/2024,2208
GRUPO LALA,8340483.03,MXN,OP-291335,2021-01-23,"November 01, 2024",1378
bbva méxico,4015124.75,EUR,OP-305150,15/04/2016,"September 03, 2016",141
WALMART DE MÉXICO,6628561.02,USD,OP-714606,23-Apr-2016,N/A,N/A
alsea,8043995.39,USD,OP-348839,14/08/2024,N/A,N/A
CEMEX,768955.64,USD,OP-994097,20-Mar-2017,N/A,N/A
grupo méxico,8555337.96,USD,OP-110474,"July 28, 2021",N/A,N/A
grupo carso,5502024.25,MXN,OP-376593,29/08/2016,30/12/2021,1949
LIVERPOOL,8620803.3,USD,OP-798504,24-Nov-2022,N/A,N/A
walmart de méxico,3810020.58,EUR,OP-296084,"April 17, 2018",2023-12-15,2068
cemex,8646640.73,MXN,OP-692131,"February 25, 2022",N/A,N/A
walmart de méxico,7378599.55,USD,OP-407035,2018-02-13,N/A,N/A
cemex,6594771.14,EUR,OP-293449,11/04/2021,N/A,N/A
grupo bimbo,724647.05,MXN,OP-920621,15-Dec-2016,N/A,N/A
GRUPO CARSO,8560574.98,MXN,OP-949901,27-Apr-2025,N/A,N/A
PEMEX,4585132.76,EUR,OP-444138,2015-12-03,N/A,N/A
grupo carso,2289680.92,MXN,OP-872066,01/07/2025,N/A,N/A
cemex,6006770.09,MXN,OP-842706,2024-04-27,N/A,N/A
soriana,2893516.66,EUR,OP-571607,"June 08, 2023",27-Apr-2024,324
grupo méxico,8916759.41,MXN,OP-433157,15-Dec-2019,"May 07, 2021",509
WALMART DE MÉXICO,9111202.07,USD,OP-676631,18-May-2019,N/A,N/A
cemex,9061692.64,USD,OP-593829,2018-12-22,"November 27, 2024",2167
BANORTE,5275012.06,MXN,OP-123313,2015-10-12,N/A,N/A
soriana,9644636.71,EUR,OP-508609,"March 30, 2020",N/A,N/A
TELMEX,7538829.71,USD,OP-316522,20-Nov-2018,05-Nov-2019,350
BANORTE,6826864.36,EUR,OP-852449,"May 05, 2023",12/05/2024,580
walmart de méxico,6162017.22,EUR,OP-930745,"September 13, 2020",N/A,N/A
grupo lala,5738886.21,MXN,OP-406017,25-Nov-2022,N/A,N/A
cemex,8399760.27,EUR,OP-100617,2021-02-21,N/A,N/A
grupo lala,7896664.58,EUR,OP-344089,30/04/2020,"September 16, 2022",869
AMÉRICA MÓVIL,9246167.2,MXN,OP-410386,2020-03-06,"October 29, 2024",1698
liverpool,455988.08,USD,OP-398577,26-Mar-2021,N/A,N/A
ALSEA,280269.9,USD,OP-653787,2020-09-26,N/A,N/A
banorte,2915786.29,EUR,OP-382712,20/09/2024,"March 10, 2025",171
FEMSA,9775045.72,USD,OP-244774,"January 03, 2024",N/A,N/A
GRUPO CARSO,9243367.19,USD,OP-380339,22/04/2021,"January 21, 2024",1004
AMÉRICA MÓVIL,9440150.41,MXN,OP-671607,2021-02-10,N/A,N/A
grupo bimbo,5150548.11,USD,OP-308295,15-Dec-2023,N/A,N/A
grupo lala,1023904.07,USD,OP-319208,24-Jan-2024,"March 31, 2024",67
femsa,2170018.24,EUR,OP-723995,30/12/2024,N/A,N/A
PEMEX,7767773.96,MXN,OP-903316,2022-03-19,N/A,N/A
américa móvil,1744268.74,USD,OP-153399,09-Jun-2016,N/A,N/A
grupo lala,8675867.53,EUR,OP-539879,2021-11-09,N/A,N/A
GRUPO CARSO,8898830.91,MXN,OP-187085,26/03/2023,2024-05-18,419
grupo carso,6615415.47,MXN,OP-159747,"August 30, 2021",N/A,N/A
GRUPO CARSO,933637.78,USD,OP-268393,2020-10-09,N/A,N/A
grupo méxico,1934022.14,EUR,OP-209285,2019-05-02,N/A,N/A
GRUPO BIMBO,862715.64,USD,OP-737544,06-Apr-2024,N/A,N/A
TELMEX,3718735.86,MXN,OP-910062,11/03/2025,N/A,N/A
BBVA MÉXICO,688839.21,EUR,OP-500814,"October 28, 2021",N/A,N/A
alsea,2034630.79,MXN,OP-381045,"August 25, 2020",2023-12-18,1210
BBVA MÉXICO,2628743.57,EUR,OP-330331,"September 07, 2015",N/A,N/A
telmex,7002062.95,MXN,OP-518123,2022-10-25,N/A,N/A
bbva méxico,5024944.83,EUR,OP-625546,21-Dec-2016,N/A,N/A
AMÉRICA MÓVIL,1179313.48,EUR,OP-358950,"May 05, 2024",N/A,N/A
cemex,6167191.75,USD,OP-665832,2023-03-31,N/A,N/A
grupo carso,6270179.0,MXN,OP-218167,2024-10-29,N/A,N/A
grupo lala,8168496.77,MXN,OP-333667,11-Oct-2019,N/A,N/A
bbva méxico,254735.12,USD,OP-599875,25-May-2024,"June 09, 2025",380
TELMEX,263928.63,USD,OP-123167,2018-03-28,N/A,N/A
AMÉRICA MÓVIL,7851508.71,MXN,OP-633248,"August 23, 2024",N/A,N/A
AMÉRICA MÓVIL,4566753.44,EUR,OP-806664,2019-09-20,"November 12, 2021",784
grupo lala,2656581.69,EUR,OP-483360,2017-12-31,15/06/2019,531
LIVERPOOL,8400227.89,EUR,OP-677539,2017-08-28,"September 29, 2022",1858
GRUPO LALA,9059439.66,USD,OP-311778,07/09/2018,20-Aug-2025,2599
BANORTE,9901593.86,USD,OP-778614,2019-03-08,"May 29, 2025",2274
liverpool,7741579.71,USD,OP-656645,2019-10-10,N/A,N/A
AMÉRICA MÓVIL,2082299.28,MXN,OP-157726,26/05/2019,09-Sep-2022,1202
telmex,3398962.32,EUR,OP-465794,29-Nov-2018,2022-03-26,1213
AMÉRICA MÓVIL,6416499.15,USD,OP-449361,"June 16, 2018",10/11/2021,1213
femsa,3380880.42,MXN,OP-108920,15-Jul-2016,03/05/2022,2059
soriana,2978243.53,MXN,OP-814265,2017-05-24,N/A,N/A
GRUPO BIMBO,8113599.05,MXN,OP-632153,15-May-2018,2018-11-19,188
ALSEA,3811500.55,MXN,OP-341306,2024-06-21,N/A,N/A
grupo bimbo,163785.53,MXN,OP-742030,"January 11, 2020",N/A,N/A
GRUPO MÉXICO,4703100.75,EUR,OP-619794,"July 02, 2024",N/A,N/A
GRUPO LALA,141574.03,USD,OP-571528,06-May-2017,11/02/2017,180
walmart de méxico,2766763.71,EUR,OP-453907,12-Sep-2015,"October 05, 2024",3311
américa móvil,2867477.52,EUR,OP-890325,21-Apr-2022,N/A,N/A
telmex,409798.03,USD,OP-285182,13-May-2023,N/A,N/A
cemex,2823942.94,MXN,OP-803104,19-Feb-2016,N/A,N/A
GRUPO CARSO,748819.94,MXN,OP-975569,13/09/2015,2018-04-21,951
grupo bimbo,9909009.12,EUR,OP-364580,"January 23, 2018","June 28, 2024",2348
FEMSA,4620049.56,USD,OP-174830,"October 13, 2015",N/A,N/A
AMÉRICA MÓVIL,2569003.85,EUR,OP-282305,25/07/2020,N/A,N/A
liverpool,4138397.7,USD,OP-501291,29/02/2016,2020-12-03,1739
ALSEA,9478323.35,MXN,OP-578191,02-Jul-2016,N/A,N/A
PEMEX,1098154.92,EUR,OP-248488,2018-08-22,N/A,N/A
alsea,3459338.06,MXN,OP-820479,"December 26, 2021",07/08/2023,559
soriana,6965443.99,EUR,OP-947192,"April 03, 2016",N/A,N/A
FEMSA,5016987.91,MXN,OP-826123,23/05/2025,N/A,N/A
FEMSA,742162.15,MXN,OP-730858,05/07/2023,N/A,N/A
walmart de méxico,3453930.53,MXN,OP-916758,"December 10, 2024",N/A,N/A
GRUPO MÉXICO,8474989.35,USD,OP-675772,2025-07-03,N/A,N/A
bbva méxico,7210976.72,MXN,OP-224757,2021-08-19,N/A,N/A
alsea,8270450.83,EUR,OP-468729,08/04/2022,N/A,N/A
BBVA MÉXICO,304264.85,EUR,OP-559783,22-Sep-2016,10/11/2022,2210
cemex,9025075.4,USD,OP-394532,28/01/2023,N/A,N/A
grupo carso,3643017.05,USD,OP-325047,2017-08-10,02-Jan-2021,1241
GRUPO BIMBO,3988289.08,MXN,OP-336522,"March 02, 2024",N/A,N/A
BBVA MÉXICO,986212.24,EUR,OP-547249,2017-05-03,"February 10, 2022",1744
alsea,4186434.42,EUR,OP-907817,2023-11-20,N/A,N/A
bbva méxico,2999138.64,EUR,OP-115052,2025-05-01,N/A,N/A
cemex,6423066.16,USD,OP-279344,2019-05-18,N/A,N/A
LIVERPOOL,4906488.15,EUR,OP-165138,11/03/2024,N/A,N/A
banorte,5982214.24,USD,OP-246685,"August 23, 2025",N/A,N/A
GRUPO MÉXICO,5798728.45,MXN,OP-904370,22/06/2020,"June 10, 2024",1449
alsea,3329625.16,USD,OP-317553,14/04/2017,"April 20, 2021",1467
PEMEX,9754894.16,MXN,OP-687230,03/07/2025,N/A,N/A
WALMART DE MÉXICO,7734312.05,EUR,OP-728535,28/03/2024,N/A,N/A
PEMEX,4226139.84,USD,OP-335548,19-Jan-2023,N/A,N/A
BBVA MÉXICO,1766506.8,EUR,OP-796374,2024-09-29,N/A,N/A
GRUPO CARSO,4064542.31,USD,OP-330990,18/09/2016,N/A,N/A
SORIANA,1452072.15,MXN,OP-951681,2019-04-03,2024-08-04,1950
GRUPO MÉXICO,1014541.33,USD,OP-630944,2017-03-14,N/A,N/A
TELMEX,2619431.14,EUR,OP-943295,2022-04-30,N/A,N/A
CEMEX,7536669.6,USD,OP-650955,14-Nov-2019,N/A,N/A
BANORTE,6937925.61,USD,OP-587895,2020-09-18,N/A,N/A
GRUPO CARSO,2859693.57,MXN,OP-822017,2022-05-07,N/A,N/A
GRUPO CARSO,7330693.98,EUR,OP-273726,09/10/2016,"February 21, 2022",1990
américa móvil,4286685.8,EUR,OP-169763,"July 19, 2024",N/A,N/A
FEMSA,7350187.23,MXN,OP-371053,2024-07-20,N/A,N/A
TELMEX,9158989.13,USD,OP-998378,03-Jul-2025,N/A,N/A
GRUPO CARSO,4337902.84,EUR,OP-766586,05/11/2015,"September 29, 2024",3429
TELMEX,7634877.87,MXN,OP-534891,"June 19, 2025",N/A,N/A
WALMART DE MÉXICO,1953069.72,USD,OP-409849,"August 25, 2025",N/A,N/A
walmart de méxico,5990494.08,MXN,OP-698495,"July 05, 2016",27-Dec-2020,1636
walmart de méxico,2869056.35,MXN,OP-107601,2015-09-15,N/A,N/A
GRUPO LALA,2549302.66,USD,OP-601220,"December 29, 2016",N/A,N/A
BANORTE,9251812.19,EUR,OP-822720,2016-01-10,N/A,N/A
telmex,679119.87,EUR,OP-917244,24-Nov-2017,09/12/2019,657
bbva méxico,5168508.24,MXN,OP-835169,04-Sep-2017,N/A,N/A
femsa,4821357.48,USD,OP-842851,18-Mar-2025,N/A,N/A
pemex,8304968.63,EUR,OP-593815,2021-08-10,N/A,N/A
liverpool,8482194.54,MXN,OP-784262,"November 07, 2019",N/A,N/A
grupo carso,7628298.5,USD,OP-747761,17/04/2021,2024-10-11,1273
bbva méxico,1589501.58,EUR,OP-596250,2016-10-20,N/A,N/A
GRUPO MÉXICO,9108066.58,MXN,OP-290143,20-Apr-2023,N/A,N/A
pemex,8224013.06,MXN,OP-297893,"February 26, 2019",N/A,N/A
américa móvil,3851999.79,MXN,OP-824139,2016-06-23,06/09/2020,1447
TELMEX,3591394.6,USD,OP-889921,18/11/2023,N/A,N/A
BANORTE,2400965.18,EUR,OP-150987,21-Oct-2024,N/A,N/A
CEMEX,1273665.3,USD,OP-929654,07-Jan-2020,2022-07-09,914
bbva méxico,8452049.46,MXN,OP-432264,"January 16, 2025",N/A,N/A
AMÉRICA MÓVIL,5485375.79,MXN,OP-802651,"August 07, 2024",N/A,N/A
ALSEA,2575000.15,USD,OP-486553,"October 12, 2016",25/12/2016,74
banorte,9115466.29,MXN,OP-717364,04-Dec-2020,N/A,N/A
liverpool,4946671.38,EUR,OP-403313,"September 24, 2023",N/A,N/A
alsea,176063.2,MXN,OP-941199,2018-03-20,N/A,N/A
banorte,3154923.02,EUR,OP-654836,22/07/2017,2024-10-30,2657
SORIANA,1767936.22,MXN,OP-502012,"October 07, 2015",24-Aug-2018,1052
grupo bimbo,5571142.95,MXN,OP-506162,2018-11-18,N/A,N/A
pemex,2657364.42,USD,OP-161755,2025-08-25,N/A,N/A
WALMART DE MÉXICO,9459082.9,USD,OP-291482,20/11/2017,N/A,N/A
cemex,6667590.4,MXN,OP-639622,15-Oct-2024,N/A,N/A
telmex,8076942.26,MXN,OP-758209,"October 28, 2023",N/A,N/A
ALSEA,4833776.98,EUR,OP-837239,"September 12, 2019",N/A,N/A
liverpool,5219605.21,MXN,OP-334228,20/10/2020,2025-03-20,1612
CEMEX,7545605.88,EUR,OP-312665,2024-05-28,N/A,N/A
cemex,2170340.01,USD,OP-332779,14-Jun-2025,"June 26, 2025",12
américa móvil,6358536.11,EUR,OP-461672,22-Nov-2021,N/A,N/A
TELMEX,9366405.82,EUR,OP-856820,08-Sep-2020,N/A,N/A
walmart de méxico,7691464.68,EUR,OP-127742,11/03/2025,N/A,N/A
