Nombre_Empresa,Monto_Credito,Divisa,Operacion,Fecha_Inicio,Fecha_Fin,Plazo
grupo carso,786369.81,MXN,OP-176196,16-Apr-2023,N/A,N/A
PEMEX,2426797.76,EUR,OP-659750,2018-02-03,25-May-2020,842
pemex,866197.41,USD,OP-854160,12-Aug-2022,N/A,N/A
GRUPO CARSO,6282997.79,USD,OP-295936,"August 04, 2022",N/A,N/A
FEMSA,2703515.81,MXN,OP-963682,22/09/2023,"July 12, 2025",659
GRUPO BIMBO,1434194.77,EUR,OP-672783,17/03/2022,N/A,N/A
TELMEX,6809189.07,MXN,OP-937975,21/06/2021,2021-08-01,41
pemex,9801805.88,EUR,OP-713215,2023-05-29,N/A,N/A
PEMEX,2599331.24,EUR,OP-883756,2025-07-01,N/A,N/A
GRUPO CARSO,7267543.6,USD,OP-517330,16/12/2024,N/A,N/A
GRUPO MÉXICO,4988179.75,MXN,OP-307674,"August 26, 2017",05/12/2022,1720
SORIANA,5062383.08,MXN,OP-432323,09-Dec-2016,N/A,N/A
PEMEX,5335696.62,EUR,OP-255290,"October 13, 2018",N/A,N/A
telmex,1446811.67,MXN,OP-983819,"September 27, 2024",N/A,N/A
grupo bimbo,2491643.48,USD,OP-237571,2022-05-20,N/A,N/A
alsea,6059089.05,MXN,OP-827665,25/03/2021,09-Aug-2024,1233
TELMEX,602573.27,EUR,OP-193159,22-Jun-2020,N/A,N/A
GRUPO LALA,5688618.09,EUR,OP-115477,05-Aug-2019,N/A,N/A
soriana,3275579.97,EUR,OP-639637,28-Oct-2017,N/A,N/A
TELMEX,3218682.49,EUR,OP-484935,"March 27, 2017",N/A,N/A
PEMEX,453778.98,EUR,OP-921829,06-Mar-2018,N/A,N/A
alsea,6762758.18,USD,OP-944565,2022-01-05,N/A,N/A
grupo méxico,3169589.86,EUR,OP-941660,2019-10-21,N/A,N/A
PEMEX,7525964.22,MXN,OP-909701,2020-10-20,N/A,N/A
GRUPO LALA,6242103.25,EUR,OP-408807,27/12/2020,N/A,N/A
CEMEX,1453378.06,EUR,OP-946055,11/02/2019,12/03/2025,2223
CEMEX,2678644.87,MXN,OP-531919,17/12/2024,N/A,N/A
telmex,5693870.98,MXN,OP-174137,18-May-2024,"June 30, 2024",43
femsa,4478427.24,USD,OP-371575,01-Jan-2019,N/A,N/A
GRUPO CARSO,8159889.62,MXN,OP-278615,22/04/2018,"September 01, 2023",1958
grupo carso,4734035.55,MXN,OP-838120,2025-03-10,N/A,N/A
AMÉRICA MÓVIL,5946556.55,MXN,OP-534046,25/09/2018,2024-04-30,2044
GRUPO MÉXICO,6259663.12,USD,OP-845186,2017-11-13,02-Mar-2024,2301
TELMEX,1338129.61,EUR,OP-748700,11-Nov-2024,N/A,N/A
CEMEX,1195150.74,USD,OP-100029,28-Jun-2025,N/A,N/A
SORIANA,8769548.35,MXN,OP-558668,2022-11-04,N/A,N/A
bbva méxico,6784985.02,USD,OP-436519,2020-09-21,N/A,N/A
grupo méxico,753965.88,USD,OP-728816,22/06/2018,N/A,N/A
TELMEX,3753515.76,EUR,OP-597767,2017-11-14,16/07/2025,2801
cemex,7561457.14,EUR,OP-449114,29/06/2025,N/A,N/A
GRUPO LALA,1210461.26,MXN,OP-145845,28/06/2023,N/A,N/A
TELMEX,3787039.65,MXN,OP-258335,"August 03, 2022",2024-11-28,848
bbva méxico,604734.04,MXN,OP-953021,04-Aug-2018,N/A,N/A
GRUPO LALA,5900531.12,MXN,OP-573143,31-Mar-2017,N/A,N/A
grupo carso,1055424.49,USD,OP-417415,15/05/2023,N/A,N/A
américa móvil,6373125.39,USD,OP-646199,"October 27, 2024",N/A,N/A
FEMSA,219274.57,MXN,OP-574653,22/08/2021,N/A,N/A
soriana,1425536.18,MXN,OP-512027,2018-09-08,10/07/2025,2586
banorte,4624588.38,MXN,OP-865533,2016-07-02,N/A,N/A
alsea,7718785.94,EUR,OP-408345,18/07/2025,N/A,N/A
PEMEX,7561428.0,USD,OP-450426,25-Mar-2022,N/A,N/A
AMÉRICA MÓVIL,1730715.74,EUR,OP-246804,2025-07-29,N/A,N/A
grupo bimbo,5601733.07,EUR,OP-764651,"October 20, 2021",2022-11-19,395
GRUPO MÉXICO,630473.76,MXN,OP-346229,"May 15, 2023",N/A,N/A
BBVA MÉXICO,3606086.73,EUR,OP-628071,2015-12-30,N/A,N/A
SORIANA,2677186.3,MXN,OP-140941,14/01/2022,N/A,N/A
GRUPO MÉXICO,9866577.83,USD,OP-851916,20-Jul-2024,2025-05-16,300
LIVERPOOL,8928527.91,USD,OP-748142,02-Mar-2016,"July 06, 2016",126
pemex,2553447.95,USD,OP-236800,"July 06, 2021",22-Feb-2022,231
TELMEX,3492488.17,MXN,OP-908250,"February 18, 2020",N/A,N/A
grupo méxico,3097598.37,USD,OP-832338,"December 30, 2017",2020-07-24,937
LIVERPOOL,5642028.42,MXN,OP-291925,07/12/2019,N/A,N/A
GRUPO CARSO,4424040.86,USD,OP-284483,2024-08-25,24/05/2025,272
grupo bimbo,6387655.35,EUR,OP-876434,2024-10-09,N/A,N/A
grupo lala,982210.5,MXN,OP-666954,26-May-2020,N/A,N/A
GRUPO CARSO,4278694.81,EUR,OP-492408,2022-03-29,N/A,N/A
pemex,8014975.86,USD,OP-395804,15-Mar-2016,"September 14, 2021",2009
femsa,7955328.78,MXN,OP-839981,2024-07-04,N/A,N/A
grupo carso,5440412.64,MXN,OP-231121,27/02/2022,N/A,N/A
pemex,3635261.05,MXN,OP-643404,2022-03-14,N/A,N/A
femsa,8805239.5,EUR,OP-138611,26/07/2016,N/A,N/A
grupo carso,538628.12,MXN,OP-140862,2022-01-08,N/A,N/A
PEMEX,4787702.03,EUR,OP-472615,"July 09, 2023",N/A,N/A
grupo carso,1413688.26,EUR,OP-924756,26-Apr-2019,01/11/2023,1356
BBVA MÉXICO,9649349.55,MXN,OP-677613,2021-08-22,N/A,N/A
cemex,3735408.49,MXN,OP-469319,04-Aug-2025,N/A,N/A
BANORTE,9611026.59,USD,OP-850177,2025-04-13,N/A,N/A
grupo méxico,583168.61,USD,OP-516301,2017-11-17,2022-11-14,1823
américa móvil,7841114.75,MXN,OP-724078,16-Sep-2021,31/10/2024,1141
grupo lala,4664537.33,MXN,OP-162919,11-Oct-2020,N/A,N/A
BBVA MÉXICO,6529379.2,USD,OP-763069,2016-08-25,24/04/2025,3164
femsa,7229545.78,EUR,OP-445609,13/08/2020,N/A,N/A
alsea,4574897.33,USD,OP-890137,"May 18, 2020",2021-09-08,478
PEMEX,1996697.91,USD,OP-558993,25-Aug-2024,12/09/2024,106
GRUPO MÉXICO,8926617.43,MXN,OP-930158,20-Dec-2015,30/03/2025,3388
ALSEA,4511146.13,MXN,OP-532406,27-Dec-2017,N/A,N/A
LIVERPOOL,2667292.91,USD,OP-930904,22/08/2022,N/A,N/A
ALSEA,9094366.53,EUR,OP-601524,28-Nov-2015,N/A,N/A
telmex,9840585.28,EUR,OP-154667,22-Jun-2018,N/A,N/A
bbva méxico,6930343.53,MXN,OP-317702,06-Nov-2020,N/A,N/A
CEMEX,6756484.9,EUR,OP-444596,01/07/2023,N/A,N/A
FEMSA,3515067.36,MXN,OP-461249,30-Aug-2022,03-Feb-2024,522
alsea,7886520.99,USD,OP-503279,25/08/2020,2021-08-03,343
SORIANA,5090760.85,MXN,OP-364184,2022-08-14,"May 11, 2024",636
banorte,4377659.32,EUR,OP-547366,02/01/2016,N/A,N/A
BBVA MÉXICO,6154075.3,USD,OP-250306,24-Sep-2017,2021-02-28,1253
liverpool,3877089.97,USD,OP-858990,19-Dec-2019,N/A,N/A
BANORTE,9279196.27,MXN,OP-109403,"August 04, 2024",N/A,N/A
walmart de méxico,6007581.49,USD,OP-132815,25/04/2021,N/A,N/A
femsa,5859676.24,EUR,OP-213768,22-Jun-2019,N/A,N/A
GRUPO MÉXICO,9662659.06,EUR,OP-824763,29-Nov-2020,N/A,N/A
AMÉRICA MÓVIL,249781.57,MXN,OP-544500,19/08/2022,N/A,N/A
bbva méxico,7384564.33,USD,OP-387764,2024-06-08,N/A,N/A
grupo bimbo,4727753.51,USD,OP-959139,27-Apr-2022,N/A,N/A
grupo méxico,1104865.43,EUR,OP-554110,05-Dec-2019,27/05/2024,1635
BANORTE,897590.65,EUR,OP-631327,01-May-2018,N/A,N/A
alsea,2370874.46,EUR,OP-214258,13-Jan-2023,N/A,N/A
liverpool,9320971.29,EUR,OP-550531,27/01/2017,13-Sep-2019,959
TELMEX,3997519.9,EUR,OP-564412,2018-07-10,"May 06, 2022",1396
liverpool,7278130.77,EUR,OP-123385,2023-12-21,N/A,N/A
GRUPO LALA,722800.07,MXN,OP-215335,"February 14, 2019","May 15, 2025",2282
américa móvil,1267412.83,MXN,OP-880023,27/11/2023,N/A,N/A
WALMART DE MÉXICO,1279816.89,EUR,OP-250299,"February 23, 2021",12/06/2021,286
grupo méxico,1967796.59,MXN,OP-847976,14-Jan-2023,N/A,N/A
pemex,6529273.82,MXN,OP-199993,16-Jan-2016,N/A,N/A
CEMEX,2078133.6,USD,OP-363163,"January 10, 2024",N/A,N/A
BBVA MÉXICO,3950974.19,MXN,OP-968505,"May 08, 2022",N/A,N/A
BBVA MÉXICO,5454118.28,MXN,OP-131560,"January 06, 2020",N/A,N/A
PEMEX,6830025.1,MXN,OP-113300,11/05/2021,10-Jun-2024,948
GRUPO CARSO,858379.82,EUR,OP-817230,2022-03-17,N/A,N/A
liverpool,5939504.49,MXN,OP-992001,16-Mar-2024,N/A,N/A
WALMART DE MÉXICO,4946972.95,USD,OP-431378,"December 11, 2020",09/02/2025,1726
bbva méxico,2518483.13,MXN,OP-110011,"July 15, 2023",15/08/2025,762
femsa,1512282.64,USD,OP-682124,06-Aug-2021,N/A,N/A
GRUPO BIMBO,4942881.45,EUR,OP-819279,08-Apr-2017,21/05/2024,2600
AMÉRICA MÓVIL,6329875.96,MXN,OP-677354,12-Mar-2023,"June 06, 2023",86
femsa,2294254.0,MXN,OP-407315,02-Mar-2016,09/07/2021,2015
ALSEA,1059497.52,MXN,OP-937195,"April 14, 2022",2024-10-17,917
ALSEA,1327679.16,EUR,OP-840049,01/11/2024,N/A,N/A
TELMEX,8133278.86,MXN,OP-144381,08-Oct-2019,19/07/2022,1015
BBVA MÉXICO,2383071.45,USD,OP-690269,24-Dec-2019,N/A,N/A
AMÉRICA MÓVIL,3868968.29,USD,OP-606086,18-Jul-2017,N/A,N/A
soriana,3441786.73,USD,OP-139592,03/01/2023,2023-03-18,17
walmart de méxico,9213402.32,USD,OP-502697,17-Oct-2015,10/08/2016,357
bbva méxico,6180230.42,USD,OP-641519,2017-01-06,"August 19, 2017",225
pemex,3433243.87,MXN,OP-918215,"November 26, 2019",N/A,N/A
grupo bimbo,2364105.98,EUR,OP-490320,2018-08-13,08-Jun-2021,1030
soriana,9042385.68,USD,OP-103194,23/04/2021,11/11/2023,932
liverpool,133562.63,EUR,OP-634703,14/10/2020,N/A,N/A
grupo lala,2794289.74,MXN,OP-501580,11-Mar-2023,N/A,N/A
LIVERPOOL,1351217.88,EUR,OP-258668,13/11/2018,29/01/2020,442
banorte,623887.07,USD,OP-439640,10-Jul-2024,N/A,N/A
WALMART DE MÉXICO,1491266.02,MXN,OP-289065,23-Mar-2023,N/A,N/A
grupo carso,6318338.29,MXN,OP-124874,2024-05-27,N/A,N/A
grupo lala,3368591.25,USD,OP-305004,25/08/2024,N/A,N/A
banorte,1695046.91,EUR,OP-176183,2018-08-11,12/05/2023,1942
telmex,4569485.22,MXN,OP-326816,"May 25, 2018",N/A,N/A
WALMART DE MÉXICO,4853310.04,MXN,OP-784187,27-Jul-2019,"October 02, 2020",433
GRUPO CARSO,3356880.46,MXN,OP-155816,"July 21, 2020",N/A,N/A
LIVERPOOL,3838582.33,EUR,OP-104523,29/08/2024,N/A,N/A
grupo lala,2763039.19,USD,OP-565331,18/02/2024,N/A,N/A
banorte,3667981.79,MXN,OP-108326,"May 16, 2016","January 05, 2019",964
américa móvil,2307942.97,MXN,OP-172308,2018-08-20,N/A,N/A
grupo bimbo,3209438.3,EUR,OP-621909,04-Sep-2023,N/A,N/A
grupo méxico,7195078.99,MXN,OP-874221,27/04/2021,2022-04-04,342
ALSEA,7508469.93,EUR,OP-425214,"June 17, 2021",N/A,N/A
GRUPO LALA,9396925.39,USD,OP-453862,24/12/2019,N/A,N/A
ALSEA,4978618.18,MXN,OP-597778,15-Feb-2021,N/A,N/A
walmart de méxico,2104229.03,USD,OP-592265,23/03/2021,N/A,N/A
grupo lala,3980831.76,USD,OP-975549,04/05/2025,N/A,N/A
ALSEA,1114607.61,MXN,OP-752797,07-Oct-2015,"May 05, 2022",2402
grupo bimbo,5742464.44,EUR,OP-560773,"April 15, 2021",N/A,N/A
ALSEA,2029811.99,MXN,OP-709505,2022-07-24,N/A,N/A
liverpool,9766258.15,EUR,OP-232444,2021-03-06,N/A,N/A
grupo bimbo,6636312.5,MXN,OP-337558,2017-05-10,N/A,N/A
grupo bimbo,6597644.66,USD,OP-239891,2015-11-04,2018-03-15,862
FEMSA,879470.39,MXN,OP-153098,08/11/2021,N/A,N/A
FEMSA,1625819.62,EUR,OP-546566,"January 24, 2016",27/12/2018,1068
WALMART DE MÉXICO,6879153.22,EUR,OP-262057,"June 28, 2021",22-Jul-2022,389
cemex,2458763.86,MXN,OP-462835,05/09/2020,N/A,N/A
grupo carso,4093064.31,EUR,OP-369514,"January 29, 2025",N/A,N/A
CEMEX,8392407.63,USD,OP-222132,21/05/2021,N/A,N/A
FEMSA,519273.81,USD,OP-449132,2020-10-16,N/A,N/A
GRUPO CARSO,8345126.38,EUR,OP-598239,17-Oct-2023,25/06/2025,617
alsea,5639352.58,USD,OP-287937,02-Oct-2017,N/A,N/A
telmex,738170.58,MXN,OP-741676,2021-08-23,"April 23, 2023",608
grupo méxico,7613552.96,EUR,OP-239965,10-Jun-2020,"July 30, 2024",1511
américa móvil,5726066.83,EUR,OP-377756,2017-03-20,2019-02-16,698
ALSEA,7791990.35,EUR,OP-153759,13-Jul-2023,N/A,N/A
bbva méxico,1977965.23,USD,OP-674362,24-Mar-2020,N/A,N/A
SORIANA,4675479.58,MXN,OP-764461,28/02/2024,15-Jan-2025,322
CEMEX,2755589.53,EUR,OP-337323,2019-08-22,N/A,N/A
grupo carso,3278496.63,EUR,OP-718237,"December 04, 2016",N/A,N/A
grupo carso,2814848.49,USD,OP-655058,2019-08-23,07-Mar-2020,197
AMÉRICA MÓVIL,5642196.15,EUR,OP-581247,10-Jan-2018,2024-10-02,2457
ALSEA,6756060.09,USD,OP-319929,20-May-2020,06-Aug-2022,808
telmex,6711486.91,USD,OP-333043,"November 05, 2018",N/A,N/A
pemex,9159788.08,EUR,OP-547155,03-Oct-2017,N/A,N/A
banorte,3675508.11,MXN,OP-118698,25-Jul-2022,N/A,N/A
telmex,7355956.11,MXN,OP-707535,"April 12, 2022",N/A,N/A
FEMSA,5122854.77,USD,OP-670356,21/09/2021,"November 10, 2022",415
liverpool,3429935.08,MXN,OP-977574,"August 11, 2017",20/05/2023,2108
grupo bimbo,9562819.57,MXN,OP-202388,25-Mar-2020,2022-03-18,723
TELMEX,6454849.74,EUR,OP-496583,"January 22, 2019",N/A,N/A
GRUPO MÉXICO,3143981.4,MXN,OP-395772,16-Aug-2023,N/A,N/A
grupo lala,8634020.87,MXN,OP-585659,2022-01-04,N/A,N/A
TELMEX,3943135.85,USD,OP-383619,23/03/2024,14-Nov-2024,236
banorte,4148586.42,EUR,OP-184390,30/04/2023,N/A,N/A
américa móvil,6457526.29,MXN,OP-272912,13-Dec-2018,17/06/2024,2013
LIVERPOOL,701343.33,EUR,OP-946717,2017-04-26,N/A,N/A
soriana,5744929.27,MXN,OP-892960,"March 01, 2019",2021-02-01,703
WALMART DE MÉXICO,5076339.37,EUR,OP-734460,06-May-2016,"June 09, 2022",2225
grupo lala,918158.75,USD,OP-599319,25/07/2016,13-Jun-2018,688
SORIANA,5552822.13,MXN,OP-872662,09-May-2025,N/A,N/A
LIVERPOOL,4060430.36,EUR,OP-529165,"November 18, 2019",N/A,N/A
TELMEX,4587223.57,USD,OP-486055,"March 09, 2023",05/08/2024,426
cemex,3357255.41,USD,OP-412894,"March 22, 2023",N/A,N/A
walmart de méxico,3502612.94,MXN,OP-687577,24/10/2019,N/A,N/A
femsa,8591169.0,MXN,OP-288138,01/12/2023,N/A,N/A
SORIANA,4046040.37,MXN,OP-680984,19-Nov-2015,2022-02-28,2293
grupo bimbo,6130499.1,USD,OP-524405,23-Jul-2025,N/A,N/A
pemex,8175190.87,USD,OP-204251,28-Aug-2020,N/A,N/A
bbva méxico,8166659.01,USD,OP-610759,14/10/2017,10/03/2021,1450
grupo bimbo,8673364.16,MXN,OP-325063,"January 20, 2019",N/A,N/A
TELMEX,4431672.72,USD,OP-565853,"July 01, 2025",N/A,N/A
TELMEX,3697123.32,EUR,OP-361409,"May 16, 2021","January 08, 2023",602
FEMSA,1359327.1,MXN,OP-629962,16-Dec-2016,05/04/2022,1965
soriana,6890858.27,EUR,OP-316152,"December 24, 2020",N/A,N/A
GRUPO MÉXICO,8264822.85,MXN,OP-939144,"September 21, 2021",N/A,N/A
GRUPO CARSO,3227526.72,USD,OP-708579,"June 10, 2021",N/A,N/A
walmart de méxico,4144287.59,EUR,OP-501112,"November 12, 2017",N/A,N/A
femsa,7726459.68,USD,OP-532274,"June 28, 2023",N/A,N/A
GRUPO CARSO,6679620.48,MXN,OP-780121,02-Jan-2020,28/10/2024,1761
walmart de méxico,363278.3,USD,OP-763247,26-Aug-2024,N/A,N/A
pemex,1848342.88,EUR,OP-611044,13/12/2019,N/A,N/A
GRUPO BIMBO,6137207.68,MXN,OP-125942,11/01/2021,N/A,N/A
banorte,7440891.37,MXN,OP-426633,30/05/2017,17/08/2025,3001
pemex,3203350.06,EUR,OP-982004,12/09/2020,N/A,N/A
BBVA MÉXICO,2457421.1,USD,OP-331735,2023-07-24,N/A,N/A
FEMSA,806420.29,EUR,OP-391779,"July 28, 2022",2025-07-01,1069
ALSEA,1298510.94,USD,OP-834738,2022-07-28,2024-10-27,822
LIVERPOOL,3991522.43,MXN,OP-449207,03/12/2020,N/A,N/A
GRUPO LALA,9709558.33,MXN,OP-206711,05-Mar-2021,24-Jan-2024,1055
LIVERPOOL,4049637.24,MXN,OP-548770,2024-01-12,N/A,N/A
TELMEX,7464273.58,EUR,OP-474237,19-Mar-2024,N/A,N/A
américa móvil,3614366.36,MXN,OP-580041,10/09/2019,29-Mar-2021,537
GRUPO BIMBO,4717570.71,EUR,OP-547188,"June 16, 2016",N/A,N/A
GRUPO BIMBO,2158303.46,MXN,OP-976263,27/09/2015,03/07/2016,162
PEMEX,7350315.31,EUR,OP-852780,"May 19, 2020","November 28, 2022",923
soriana,1245954.57,EUR,OP-537107,10/09/2022,N/A,N/A
pemex,4584341.13,USD,OP-590898,14/05/2018,N/A,N/A
cemex,4630613.05,MXN,OP-295554,23/01/2024,13-Apr-2024,81
WALMART DE MÉXICO,5650048.28,MXN,OP-937356,29-Sep-2018,N/A,N/A
SORIANA,1809105.04,USD,OP-872507,2020-05-20,N/A,N/A
grupo méxico,1475045.79,EUR,OP-431413,"September 30, 2023",N/A,N/A
pemex,4475709.88,USD,OP-447778,30/06/2020,2025-05-08,1773
cemex,5592075.3,USD,OP-594341,18/09/2022,N/A,N/A
femsa,3951756.14,USD,OP-972401,"December 18, 2015",N/A,N/A
grupo bimbo,5515813.74,MXN,OP-128939,"November 22, 2015",N/A,N/A
GRUPO BIMBO,7994795.15,EUR,OP-807895,25/11/2015,14/02/2024,3003
SORIANA,4222642.63,EUR,OP-411951,"February 20, 2016",27-Sep-2019,1315
telmex,5353311.84,MXN,OP-256571,"September 02, 2020",N/A,N/A
grupo bimbo,114082.42,MXN,OP-976907,24/07/2021,N/A,N/A
TELMEX,6532550.32,USD,OP-763723,"September 15, 2022",N/A,N/A
PEMEX,378968.93,USD,OP-484262,08-Mar-2016,2019-11-29,1361
BBVA MÉXICO,9448956.71,EUR,OP-415154,24-Dec-2022,N/A,N/A
grupo carso,4969548.33,MXN,OP-944558,18/04/2023,11-Jun-2023,54
bbva méxico,9717959.69,EUR,OP-508866,21/09/2024,N/A,N/A
ALSEA,941524.48,MXN,OP-614736,20-May-2019,12/09/2019,203
GRUPO MÉXICO,7353616.39,MXN,OP-117694,2022-04-08,N/A,N/A
CEMEX,175595.35,USD,OP-292916,2016-05-14,2016-07-11,58
FEMSA,1193552.72,MXN,OP-119225,14-Aug-2019,N/A,N/A
SORIANA,8697356.63,MXN,OP-556750,01/12/2019,26-Apr-2022,1200
LIVERPOOL,2463857.66,MXN,OP-936760,"February 06, 2017",N/A,N/A
grupo bimbo,4709639.51,USD,OP-396843,01-Dec-2015,"October 18, 2022",2513
WALMART DE MÉXICO,7961971.5,EUR,OP-448636,2016-09-16,14-Feb-2021,1612
telmex,2001441.95,USD,OP-588383,"July 25, 2016",N/A,N/A
GRUPO MÉXICO,3535637.86,USD,OP-814187,11-Sep-2016,N/A,N/A
BANORTE,4807510.74,EUR,OP-946958,"December 11, 2019",N/A,N/A
CEMEX,5677824.05,EUR,OP-945921,05/07/2018,N/A,N/A
GRUPO BIMBO,2615418.77,MXN,OP-323598,"October 31, 2018",2022-11-23,1484
grupo méxico,1311908.49,EUR,OP-419940,2017-03-10,05-Sep-2023,2370
banorte,4371153.99,USD,OP-643725,2015-11-30,26/03/2022,2308
BANORTE,5601576.33,EUR,OP-801392,10-Mar-2020,12-Jul-2022,854
grupo bimbo,5783411.24,USD,OP-497797,17-Sep-2023,N/A,N/A
BANORTE,4662752.58,USD,OP-927521,2018-02-15,N/A,N/A
LIVERPOOL,7903428.99,MXN,OP-398363,"August 17, 2024",N/A,N/A
GRUPO CARSO,5470284.92,EUR,OP-104889,21/02/2018,"July 05, 2023",1960
pemex,1115419.92,MXN,OP-651882,22/08/2019,N/A,N/A
GRUPO BIMBO,6370829.28,EUR,OP-688092,"May 07, 2022",N/A,N/A
femsa,1264695.51,USD,OP-212009,2023-02-10,N/A,N/A
SORIANA,9599907.97,MXN,OP-430943,21/03/2021,N/A,N/A
grupo carso,1887412.35,MXN,OP-615986,2023-11-28,N/A,N/A
soriana,6065522.43,MXN,OP-819243,19-Jul-2024,N/A,N/A
PEMEX,879985.44,EUR,OP-918561,"April 11, 2020",19/09/2022,891
CEMEX,8770607.34,EUR,OP-539023,2024-03-27,N/A,N/A
ALSEA,3169388.54,EUR,OP-969865,21/06/2021,N/A,N/A
grupo carso,1995003.39,EUR,OP-150819,25-Jul-2016,"August 08, 2017",379
AMÉRICA MÓVIL,5882198.35,EUR,OP-113925,08-Sep-2018,N/A,N/A
femsa,4326706.78,MXN,OP-665116,31-May-2019,N/A,N/A
bbva méxico,868844.79,MXN,OP-312754,08-Jan-2018,02-Jul-2023,2001
GRUPO CARSO,1656889.85,USD,OP-779779,24/10/2023,N/A,N/A
bbva méxico,3111935.67,MXN,OP-343932,26-Jul-2022,N/A,N/A
cemex,1814210.98,MXN,OP-728549,"February 05, 2018",N/A,N/A
BBVA MÉXICO,7396996.46,MXN,OP-476849,01-Jun-2023,N/A,N/A
liverpool,210830.1,USD,OP-344663,"February 25, 2023",N/A,N/A
grupo méxico,1840016.56,MXN,OP-746898,2025-01-29,N/A,N/A
LIVERPOOL,7738037.5,USD,OP-112408,02/06/2024,N/A,N/A
pemex,6244106.92,EUR,OP-148860,"April 08, 2016",N/A,N/A
banorte,1609932.99,EUR,OP-708750,"March 23, 2017",28/01/2018,311
walmart de méxico,7845597.87,EUR,OP-761757,"March 30, 2018",N/A,N/A
telmex,5392136.31,MXN,OP-237874,2017-07-21,2025-02-16,2767
TELMEX,6760047.6,EUR,OP-661004,"March 20, 2019",N/A,N/A
CEMEX,1335693.31,USD,OP-153269,23-Feb-2025,N/A,N/A
FEMSA,3113370.49,EUR,OP-556243,23/02/2017,08/12/2024,2727
bbva méxico,2501444.49,MXN,OP-634514,2018-02-15,N/A,N/A
GRUPO CARSO,6997994.47,USD,OP-832386,2015-09-01,26-May-2017,633
grupo carso,7440259.22,USD,OP-805718,"February 10, 2021",N/A,N/A
GRUPO LALA,151592.98,USD,OP-366232,30-Aug-2022,N/A,N/A
CEMEX,633670.6,MXN,OP-666875,06/03/2021,N/A,N/A
LIVERPOOL,993276.58,MXN,OP-369210,04/07/2019,N/A,N/A
banorte,9716943.4,USD,OP-249232,2021-06-18,N/A,N/A
liverpool,4503717.13,EUR,OP-841857,17/03/2021,N/A,N/A
telmex,7871058.35,USD,OP-482162,2019-10-19,N/A,N/A
cemex,5104634.7,MXN,OP-245035,31-Mar-2020,N/A,N/A
banorte,8724785.93,USD,OP-925412,09-Jul-2018,N/A,N/A
CEMEX,3999463.89,USD,OP-470255,2019-06-11,N/A,N/A
cemex,562233.38,USD,OP-289771,2025-06-15,N/A,N/A
TELMEX,9459074.11,EUR,OP-945467,2017-11-18,04/10/2020,874
walmart de méxico,9310725.99,MXN,OP-527907,2019-12-20,N/A,N/A
SORIANA,9793550.32,MXN,OP-194863,09/05/2021,N/A,N/A
GRUPO LALA,7953639.62,MXN,OP-377915,01-Jun-2019,26/04/2020,330
GRUPO BIMBO,8719860.66,USD,OP-987204,2017-06-30,"December 05, 2018",523
WALMART DE MÉXICO,8930957.7,USD,OP-637375,17/11/2018,N/A,N/A
GRUPO BIMBO,9594792.17,MXN,OP-275285,"September 17, 2022",N/A,N/A
soriana,4586053.0,MXN,OP-445638,2020-09-20,N/A,N/A
AMÉRICA MÓVIL,1805847.23,EUR,OP-869914,"April 15, 2024",N/A,N/A
AMÉRICA MÓVIL,2773328.39,MXN,OP-691979,06-Dec-2018,N/A,N/A
SORIANA,1964358.25,EUR,OP-337840,2025-01-21,N/A,N/A
BBVA MÉXICO,2910497.89,MXN,OP-811477,20/06/2024,N/A,N/A
bbva méxico,2129027.35,MXN,OP-931618,05-Mar-2018,"August 04, 2024",2344
GRUPO LALA,2643050.76,EUR,OP-345781,2021-01-22,N/A,N/A
grupo carso,9561170.25,MXN,OP-821667,02-Jan-2023,29-Feb-2024,423
telmex,1500728.08,USD,OP-698753,"January 29, 2017",17/05/2018,473
WALMART DE MÉXICO,1412574.82,USD,OP-278343,2018-10-25,N/A,N/A
walmart de méxico,4225884.47,USD,OP-673536,"March 06, 2019",N/A,N/A
ALSEA,6952306.41,EUR,OP-190908,17/02/2017,22-Aug-2025,3108
liverpool,9549491.07,EUR,OP-889375,2021-02-02,15/06/2022,498
BBVA MÉXICO,1128377.33,MXN,OP-599388,20-Mar-2022,N/A,N/A
walmart de méxico,2251205.95,EUR,OP-181795,"January 24, 2019",N/A,N/A
grupo lala,2542741.58,USD,OP-460278,"May 31, 2020",N/A,N/A
grupo lala,1841551.45,EUR,OP-541609,2016-11-17,2024-01-06,2606
CEMEX,1603951.65,MXN,OP-813027,"October 16, 2015",10/09/2021,2185
ALSEA,6430694.66,EUR,OP-577371,"January 04, 2024",N/A,N/A
BANORTE,530828.29,USD,OP-163284,"November 26, 2019",N/A,N/A
GRUPO MÉXICO,1164570.2,USD,OP-713517,20-Mar-2022,29/09/2022,193
grupo méxico,4119931.41,MXN,OP-336121,2023-08-20,N/A,N/A
SORIANA,3132484.24,USD,OP-415864,2024-10-12,N/A,N/A
soriana,3765391.05,USD,OP-577405,"November 26, 2015","May 20, 2021",2002
FEMSA,2177636.03,MXN,OP-496959,"July 13, 2018",N/A,N/A
femsa,4895236.48,EUR,OP-422903,27-Nov-2024,N/A,N/A
telmex,273401.4,MXN,OP-294198,03-Jan-2017,26-Aug-2018,600
grupo lala,194291.99,MXN,OP-766099,2025-05-09,N/A,N/A
BANORTE,9689148.42,USD,OP-878967,16/03/2017,"June 23, 2022",1925
