Nombre_Empresa,Monto_Credito,Divisa,Operacion,Fecha_Inicio,Fecha_Fin,Plazo
BANORTE,1182621.13,MXN,OP-534402,09/05/2023,04/03/2024,211
BBVA MÉXICO,932461.75,EUR,OP-912128,26-Mar-2022,N/A,N/A
GRUPO LALA,2690473.64,EUR,OP-152563,"August 01, 2018",24/07/2025,2549
bbva méxico,5092336.61,USD,OP-611398,"September 09, 2020",N/A,N/A
liverpool,4859207.93,USD,OP-618172,"October 18, 2023",N/A,N/A
BANORTE,6805308.94,MXN,OP-676155,"February 03, 2025",N/A,N/A
telmex,8996995.13,MXN,OP-458965,2023-04-30,N/A,N/A
BBVA MÉXICO,7609204.18,USD,OP-203275,10-Feb-2024,N/A,N/A
femsa,9987810.57,MXN,OP-141047,"June 08, 2021",N/A,N/A
FEMSA,1582822.74,EUR,OP-836281,"December 16, 2022",N/A,N/A
BANORTE,9322541.94,EUR,OP-275283,2020-06-07,N/A,N/A
FEMSA,2791848.11,EUR,OP-734840,01-Mar-2021,"October 18, 2022",596
ALSEA,8984024.44,USD,OP-910493,"August 21, 2018",N/A,N/A
GRUPO BIMBO,802103.41,EUR,OP-328637,"November 08, 2018",2021-10-09,1066
walmart de méxico,7718271.71,EUR,OP-102359,"January 23, 2024",N/A,N/A
femsa,6635650.51,MXN,OP-911723,07/08/2017,N/A,N/A
BBVA MÉXICO,5183260.59,USD,OP-817194,28/07/2024,N/A,N/A
GRUPO BIMBO,6065114.11,MXN,OP-854795,28-Oct-2017,"December 05, 2023",2229
AMÉRICA MÓVIL,5139157.03,USD,OP-930987,2025-06-13,N/A,N/A
GRUPO LALA,4227316.81,EUR,OP-635995,18/06/2018,"April 28, 2021",1045
LIVERPOOL,1498692.28,EUR,OP-917204,14/08/2017,19/07/2024,2531
pemex,5974689.5,MXN,OP-280138,2022-11-13,N/A,N/A
grupo méxico,6427400.05,EUR,OP-840616,11/02/2017,N/A,N/A
CEMEX,6791149.83,EUR,OP-987282,"July 07, 2018",N/A,N/A
PEMEX,7818676.69,USD,OP-822218,"July 30, 2018",N/A,N/A
FEMSA,1816113.32,USD,OP-918326,2018-07-11,31-Oct-2019,477
soriana,4599247.28,EUR,OP-322740,30/11/2022,N/A,N/A
grupo bimbo,1027331.89,MXN,OP-331556,28/03/2018,N/A,N/A
grupo bimbo,5179794.94,USD,OP-881103,02-Dec-2022,"February 27, 2024",452
TELMEX,4183920.28,USD,OP-237168,16/11/2023,N/A,N/A
FEMSA,4555108.83,MXN,OP-521449,"February 26, 2024",N/A,N/A
banorte,2706458.23,USD,OP-918406,"May 23, 2017","February 02, 2018",255
GRUPO MÉXICO,654554.64,EUR,OP-184313,03/12/2019,N/A,N/A
grupo carso,4143354.8,USD,OP-770266,01-Jan-2019,N/A,N/A
alsea,6739411.02,EUR,OP-131190,"July 29, 2020",N/A,N/A
alsea,181269.04,MXN,OP-369250,28-May-2018,N/A,N/A
banorte,8742483.15,USD,OP-772662,01-Apr-2020,N/A,N/A
grupo bimbo,7630954.21,EUR,OP-120322,2023-07-11,N/A,N/A
CEMEX,4583121.19,MXN,OP-220360,"September 02, 2023",N/A,N/A
soriana,7043302.46,EUR,OP-593020,2022-10-03,26-Dec-2023,449
bbva méxico,1737654.9,EUR,OP-153195,"March 07, 2019",N/A,N/A
TELMEX,7197753.24,EUR,OP-736314,12/03/2023,"December 29, 2023",26
grupo bimbo,1607704.01,USD,OP-221466,"April 02, 2021",19/02/2022,323
pemex,688648.17,USD,OP-409859,15-Nov-2017,N/A,N/A
GRUPO LALA,7671316.87,MXN,OP-301389,"September 15, 2020",N/A,N/A
américa móvil,9864731.79,EUR,OP-862606,2025-01-26,N/A,N/A
PEMEX,2389473.7,USD,OP-479317,03-Dec-2018,N/A,N/A
grupo bimbo,6164806.39,MXN,OP-892282,"December 05, 2019",2023-06-03,1276
GRUPO LALA,5061165.23,MXN,OP-879301,2021-02-01,N/A,N/A
BANORTE,1996047.56,USD,OP-446150,03-Sep-2020,N/A,N/A
CEMEX,6350845.54,MXN,OP-247950,20/08/2016,"October 08, 2023",2605
grupo carso,8717003.74,USD,OP-549649,17/01/2023,N/A,N/A
soriana,6424375.3,EUR,OP-684812,19-Apr-2018,01/10/2022,1362
grupo méxico,5499959.85,USD,OP-467421,2023-11-06,N/A,N/A
FEMSA,6937636.53,EUR,OP-398743,10-Dec-2019,N/A,N/A
américa móvil,4095880.63,MXN,OP-789760,10-Oct-2016,22/05/2025,3146
PEMEX,4016028.78,MXN,OP-817314,18/05/2022,N/A,N/A
TELMEX,3559127.2,EUR,OP-151997,11/07/2024,N/A,N/A
GRUPO BIMBO,2725209.58,USD,OP-210925,28/12/2022,N/A,N/A
GRUPO LALA,169517.87,USD,OP-312674,23-Jul-2021,N/A,N/A
CEMEX,3041281.04,MXN,OP-906666,08/07/2017,N/A,N/A
BBVA MÉXICO,4053891.83,MXN,OP-619950,"April 04, 2021",N/A,N/A
BANORTE,3692933.12,MXN,OP-984048,2017-09-26,"July 17, 2018",294
grupo bimbo,4347104.61,USD,OP-266046,"November 15, 2020",N/A,N/A
alsea,2995874.46,EUR,OP-924070,"October 07, 2023",N/A,N/A
soriana,5144022.42,EUR,OP-972427,"August 04, 2022",N/A,N/A
CEMEX,5442796.47,MXN,OP-511389,"June 08, 2022","January 07, 2024",578
grupo lala,4237794.4,USD,OP-308574,19/06/2017,06-Sep-2017,79
GRUPO CARSO,5719697.86,MXN,OP-112428,"August 04, 2020",N/A,N/A
SORIANA,9578811.02,USD,OP-752609,13/11/2017,04/03/2018,141
CEMEX,8134079.74,MXN,OP-793372,15/09/2023,N/A,N/A
GRUPO BIMBO,1296444.16,MXN,OP-772565,31/07/2021,2022-01-17,170
GRUPO MÉXICO,8031434.42,EUR,OP-195885,2024-12-05,N/A,N/A
GRUPO CARSO,4493621.36,USD,OP-423857,2018-05-23,2023-12-02,2019
grupo méxico,5830410.22,MXN,OP-114032,"February 16, 2016",14/02/2023,2555
grupo méxico,5468613.27,USD,OP-764010,05/10/2020,N/A,N/A
GRUPO BIMBO,5569588.79,USD,OP-621162,2016-10-10,20-Jul-2018,648
GRUPO BIMBO,7588970.46,USD,OP-661889,"August 23, 2020",N/A,N/A
LIVERPOOL,2488963.22,EUR,OP-822439,"February 19, 2016",26-Mar-2019,1131
grupo lala,4555988.01,USD,OP-191963,"February 22, 2019",N/A,N/A
ALSEA,3942457.23,EUR,OP-955143,01/09/2021,N/A,N/A
SORIANA,4829381.5,USD,OP-506271,"June 03, 2017","August 22, 2019",810
GRUPO MÉXICO,2761304.42,USD,OP-313139,24-Nov-2015,18-Jan-2022,2247
soriana,9505613.14,EUR,OP-842484,16-Feb-2016,30-May-2016,104
pemex,4865230.24,USD,OP-427569,"December 28, 2022",N/A,N/A
ALSEA,8504939.03,MXN,OP-506287,2017-12-05,N/A,N/A
CEMEX,7760163.18,USD,OP-238108,2016-06-14,31/01/2020,1326
BBVA MÉXICO,669431.18,EUR,OP-802739,12/07/2016,"May 18, 2017",162
grupo bimbo,1331838.59,MXN,OP-870642,"October 29, 2016",15-Nov-2021,1843
grupo lala,316189.32,USD,OP-342594,04/11/2021,26-Mar-2025,1445
GRUPO MÉXICO,2056436.32,USD,OP-671816,2018-04-06,15-May-2020,770
pemex,9123187.14,MXN,OP-379643,"March 27, 2019",N/A,N/A
grupo méxico,7812531.81,USD,OP-813088,"September 10, 2016","July 27, 2022",2146
TELMEX,7011740.34,EUR,OP-302389,2021-03-24,28-Aug-2023,887
américa móvil,6576086.69,EUR,OP-867979,2018-06-25,N/A,N/A
cemex,1806122.98,MXN,OP-846684,22-Jan-2023,N/A,N/A
cemex,4016202.06,MXN,OP-142939,29/04/2022,04/04/2023,340
GRUPO CARSO,1791493.71,EUR,OP-145719,"March 31, 2016","December 11, 2023",2811
ALSEA,9136865.6,MXN,OP-388284,"June 12, 2021",N/A,N/A
soriana,5964532.79,MXN,OP-763773,09-Nov-2017,N/A,N/A
grupo lala,5654568.08,EUR,OP-233906,2023-10-15,N/A,N/A
AMÉRICA MÓVIL,2859619.72,MXN,OP-145691,"September 16, 2018",N/A,N/A
banorte,9447074.28,MXN,OP-734791,19/01/2022,N/A,N/A
CEMEX,3934064.96,MXN,OP-140229,2018-04-01,2019-07-30,485
grupo lala,1697763.25,MXN,OP-199710,2019-05-02,N/A,N/A
PEMEX,3286761.21,MXN,OP-181139,2023-02-07,N/A,N/A
américa móvil,7187454.74,EUR,OP-641597,30-Oct-2018,2024-06-19,2059
liverpool,4044605.05,USD,OP-624361,2016-08-23,"April 23, 2020",1339
telmex,6692460.64,MXN,OP-850909,2018-08-15,2021-04-30,989
GRUPO LALA,6418436.78,USD,OP-174280,2017-05-17,N/A,N/A
FEMSA,2576282.33,MXN,OP-981058,2020-07-01,N/A,N/A
walmart de méxico,4095794.41,MXN,OP-276445,2016-12-04,"May 10, 2025",3079
grupo méxico,2650276.14,MXN,OP-769047,2021-05-18,N/A,N/A
femsa,170277.77,MXN,OP-150666,11-Feb-2022,N/A,N/A
FEMSA,8592394.95,EUR,OP-943840,01/02/2023,N/A,N/A
bbva méxico,1293654.16,MXN,OP-218841,2018-03-28,2024-10-27,2405
TELMEX,8577960.72,MXN,OP-639776,"December 16, 2022",N/A,N/A
SORIANA,6105902.07,USD,OP-280759,2016-03-22,28-Jun-2019,1193
grupo lala,4314004.02,USD,OP-877780,20-Feb-2020,2024-02-09,1450
PEMEX,9377237.13,USD,OP-234009,08-Oct-2024,N/A,N/A
WALMART DE MÉXICO,2429998.76,EUR,OP-389305,2022-11-12,N/A,N/A
banorte,7623741.78,MXN,OP-640439,06-Aug-2018,06-Dec-2019,487
banorte,6548658.92,USD,OP-148439,07/03/2025,N/A,N/A
américa móvil,9752849.75,USD,OP-172138,15/09/2023,14/12/2024,456
SORIANA,2400461.11,MXN,OP-893430,"September 21, 2020",N/A,N/A
cemex,1590385.69,MXN,OP-869319,25/09/2016,2020-10-12,1478
bbva méxico,6899734.75,EUR,OP-231011,"October 25, 2018",24/12/2024,2252
GRUPO LALA,6107312.29,USD,OP-723525,"January 31, 2023",N/A,N/A
CEMEX,9882987.52,USD,OP-462575,05/04/2018,N/A,N/A
PEMEX,8949306.97,EUR,OP-273406,27/09/2023,"June 25, 2025",637
grupo lala,9713430.09,EUR,OP-232129,"August 19, 2023",N/A,N/A
pemex,1747457.46,EUR,OP-318229,"July 07, 2022",N/A,N/A
américa móvil,577484.89,EUR,OP-336220,2017-11-09,10-Apr-2024,2344
LIVERPOOL,8546190.68,MXN,OP-490608,27/11/2020,2023-08-31,1007
pemex,8446274.06,EUR,OP-534659,17/08/2022,N/A,N/A
PEMEX,6002571.16,USD,OP-566196,06-May-2017,2023-07-26,2272
GRUPO CARSO,9609626.93,EUR,OP-414419,2016-04-06,21-Jan-2025,3212
AMÉRICA MÓVIL,8683732.51,EUR,OP-399712,"June 23, 2018",10/12/2023,1937
AMÉRICA MÓVIL,9213326.82,MXN,OP-838576,01-Oct-2017,N/A,N/A
LIVERPOOL,1386313.63,MXN,OP-758221,15/10/2023,N/A,N/A
grupo méxico,4757909.05,MXN,OP-199069,15/05/2024,16-Aug-2024,93
GRUPO LALA,4402590.23,EUR,OP-641424,14/08/2016,N/A,N/A
ALSEA,3259727.36,EUR,OP-530979,08/08/2022,N/A,N/A
CEMEX,2324154.46,USD,OP-531910,2018-11-23,N/A,N/A
AMÉRICA MÓVIL,2903753.83,USD,OP-813726,"July 29, 2022",N/A,N/A
pemex,9840547.82,MXN,OP-409523,02-Oct-2023,N/A,N/A
SORIANA,4799253.53,EUR,OP-519454,"July 26, 2021",2021-12-01,128
AMÉRICA MÓVIL,3015495.56,EUR,OP-133873,13-Jul-2016,2021-04-12,1734
banorte,4614182.2,USD,OP-941214,"September 07, 2020",2025-02-25,1632
GRUPO LALA,4465342.62,USD,OP-443194,"October 07, 2022",N/A,N/A
grupo lala,1668396.33,EUR,OP-962968,"August 09, 2019",2021-08-27,749
femsa,2993411.81,MXN,OP-856517,2016-06-30,2017-09-06,433
ALSEA,8537892.04,EUR,OP-699622,2023-05-11,N/A,N/A
BANORTE,6700249.41,USD,OP-927982,15/05/2018,N/A,N/A
AMÉRICA MÓVIL,893794.56,EUR,OP-242829,"November 29, 2015",14-Oct-2020,1781
pemex,9606833.08,EUR,OP-730627,04/10/2023,N/A,N/A
GRUPO LALA,2991281.98,EUR,OP-285985,2025-06-26,"July 25, 2025",29
FEMSA,5153763.69,USD,OP-541088,2018-09-28,12/08/2025,2628
liverpool,524063.77,USD,OP-772555,2025-01-17,N/A,N/A
GRUPO LALA,7376793.45,MXN,OP-917613,"November 13, 2016",07/05/2021,1695
bbva méxico,4462856.0,EUR,OP-148639,17-Nov-2024,N/A,N/A
ALSEA,8292619.65,MXN,OP-719931,02/03/2016,N/A,N/A
BANORTE,7851000.58,MXN,OP-836007,19-Apr-2016,19/04/2016,0
PEMEX,8599192.32,EUR,OP-347817,01/04/2016,N/A,N/A
FEMSA,5865559.96,USD,OP-885927,"September 07, 2018",2025-07-31,2519
BBVA MÉXICO,667940.05,EUR,OP-343145,04/05/2021,N/A,N/A
grupo lala,6512778.6,EUR,OP-673747,25-Nov-2017,N/A,N/A
GRUPO BIMBO,651974.67,MXN,OP-945040,09-Feb-2020,30/08/2020,203
GRUPO MÉXICO,9007919.57,USD,OP-785851,2024-10-03,N/A,N/A
grupo lala,5401388.97,USD,OP-335695,08/04/2025,N/A,N/A
GRUPO BIMBO,8262947.06,USD,OP-707847,05/07/2024,N/A,N/A
alsea,5832378.82,MXN,OP-603144,2017-01-20,N/A,N/A
bbva méxico,5919075.81,MXN,OP-533330,2022-10-11,N/A,N/A
GRUPO MÉXICO,3179786.25,USD,OP-565667,20/01/2023,N/A,N/A
TELMEX,225808.02,EUR,OP-634844,20-Aug-2022,25-Mar-2025,948
CEMEX,9330653.92,EUR,OP-526601,11/07/2016,N/A,N/A
pemex,1406759.9,MXN,OP-148970,2022-07-20,N/A,N/A
TELMEX,4180016.51,EUR,OP-475119,18/12/2024,N/A,N/A
alsea,3204437.47,MXN,OP-550539,"September 02, 2020",2022-12-29,848
alsea,138066.7,MXN,OP-502505,10/05/2019,N/A,N/A
grupo lala,5902715.13,USD,OP-215294,2023-02-09,N/A,N/A
AMÉRICA MÓVIL,3720319.07,USD,OP-644316,20/09/2023,N/A,N/A
soriana,3679847.09,USD,OP-541058,"February 27, 2023",N/A,N/A
liverpool,6728407.18,USD,OP-373501,"April 25, 2025",N/A,N/A
TELMEX,5953996.26,USD,OP-465983,2020-10-03,N/A,N/A
pemex,3244247.1,USD,OP-637182,2019-08-02,N/A,N/A
telmex,2509107.25,USD,OP-396072,"December 29, 2024",N/A,N/A
grupo carso,1591861.17,EUR,OP-787571,2022-09-09,N/A,N/A
GRUPO MÉXICO,9411637.07,EUR,OP-172558,17/11/2016,"June 24, 2024",2776
LIVERPOOL,2108368.19,USD,OP-312854,"December 21, 2024",N/A,N/A
femsa,5252197.64,USD,OP-147489,07-Nov-2021,N/A,N/A
banorte,5885837.17,USD,OP-385499,16/07/2018,N/A,N/A
grupo lala,1380686.24,MXN,OP-930335,18-Jul-2023,N/A,N/A
grupo méxico,7631145.73,EUR,OP-760054,04-Jun-2020,N/A,N/A
GRUPO BIMBO,5691479.91,USD,OP-859972,08/02/2025,N/A,N/A
banorte,6905341.67,EUR,OP-639206,05-Nov-2016,"September 17, 2019",1046
TELMEX,8621721.47,USD,OP-616476,2023-01-26,N/A,N/A
FEMSA,7892059.86,MXN,OP-709885,11-Apr-2024,N/A,N/A
BBVA MÉXICO,4150240.72,USD,OP-186589,2022-10-12,N/A,N/A
banorte,1941849.19,USD,OP-260975,05-Dec-2016,2020-10-27,1422
AMÉRICA MÓVIL,3451752.45,USD,OP-297136,03-Aug-2018,21-Dec-2021,1236
walmart de méxico,9112580.99,USD,OP-235264,10-Mar-2018,"December 19, 2024",2476
pemex,8641302.02,MXN,OP-469646,2021-07-13,N/A,N/A
femsa,3017153.64,MXN,OP-595974,2016-08-26,N/A,N/A
PEMEX,506363.55,MXN,OP-270533,2024-07-11,N/A,N/A
SORIANA,5918494.51,MXN,OP-227710,04/09/2018,08/10/2023,1949
SORIANA,8738184.2,USD,OP-587486,"March 23, 2018",28/04/2019,401
américa móvil,8110821.43,MXN,OP-291746,2021-05-18,09/02/2023,837
banorte,8063455.18,USD,OP-288723,27/05/2018,15-Oct-2022,1602
BBVA MÉXICO,552249.13,MXN,OP-635114,2021-03-31,"October 26, 2022",574
femsa,8804985.89,MXN,OP-109252,2020-09-09,05/07/2024,1336
CEMEX,1559162.04,EUR,OP-121694,2024-03-18,N/A,N/A
AMÉRICA MÓVIL,4738614.12,MXN,OP-931104,13-Oct-2024,N/A,N/A
telmex,1421926.08,USD,OP-460835,"July 18, 2024",N/A,N/A
FEMSA,6769478.76,MXN,OP-917543,"February 03, 2024",N/A,N/A
LIVERPOOL,8899483.95,USD,OP-518797,2015-12-15,24/11/2020,1806
BBVA MÉXICO,6821165.57,EUR,OP-208599,"April 18, 2025",N/A,N/A
BBVA MÉXICO,278291.23,USD,OP-757913,27-May-2021,26-Dec-2023,943
TELMEX,3795394.14,MXN,OP-842875,"January 29, 2017",25/02/2025,2949
alsea,8630050.43,MXN,OP-758351,07/04/2018,N/A,N/A
américa móvil,9029598.73,MXN,OP-782370,"February 04, 2020",N/A,N/A
TELMEX,5787782.43,EUR,OP-481675,19-Dec-2019,01-Jun-2024,1626
alsea,2475837.31,EUR,OP-895415,"August 10, 2018",09/06/2021,1123
WALMART DE MÉXICO,4663386.36,MXN,OP-378184,04-Aug-2019,"May 29, 2025",2125
LIVERPOOL,119058.49,MXN,OP-243472,2017-10-20,05-Oct-2024,2542
femsa,9569999.71,EUR,OP-850722,"April 04, 2022",N/A,N/A
grupo méxico,3421731.89,MXN,OP-549491,05-Sep-2019,N/A,N/A
grupo méxico,1152147.15,USD,OP-291451,"July 16, 2020",N/A,N/A
SORIANA,4340034.63,EUR,OP-233813,12/04/2016,2025-08-20,3181
liverpool,5299430.02,EUR,OP-345576,11/04/2024,N/A,N/A
grupo carso,7597607.19,USD,OP-955354,01/08/2016,2023-05-06,2675
CEMEX,1671477.58,USD,OP-788574,04-Apr-2016,N/A,N/A
BANORTE,5767248.42,MXN,OP-633489,"October 05, 2018",N/A,N/A
alsea,9842719.99,MXN,OP-602184,"March 12, 2022","April 15, 2024",765
LIVERPOOL,4715676.64,MXN,OP-758521,2023-01-22,27/06/2025,887
PEMEX,5649580.7,MXN,OP-700603,2025-07-11,N/A,N/A
telmex,4876318.89,MXN,OP-483355,02-Sep-2016,N/A,N/A
GRUPO LALA,7324257.88,EUR,OP-995023,"November 15, 2023",N/A,N/A
soriana,4226940.52,MXN,OP-366523,31-Aug-2021,2024-02-14,897
grupo bimbo,8955430.31,EUR,OP-821309,02/08/2020,N/A,N/A
grupo méxico,7866513.94,MXN,OP-978976,21/02/2018,N/A,N/A
grupo bimbo,2660794.11,MXN,OP-521338,2020-06-09,N/A,N/A
ALSEA,1399717.93,USD,OP-372170,20-Aug-2023,N/A,N/A
CEMEX,4540059.28,EUR,OP-895716,2023-05-26,N/A,N/A
PEMEX,1992216.58,EUR,OP-158370,2018-12-14,N/A,N/A
AMÉRICA MÓVIL,7080013.58,MXN,OP-909095,2016-07-24,N/A,N/A
pemex,5167762.32,EUR,OP-246735,"May 14, 2025",N/A,N/A
alsea,9741661.36,USD,OP-109811,"December 24, 2018",29-Oct-2021,1040
bbva méxico,4040856.36,EUR,OP-512780,2019-11-25,"January 11, 2020",47
liverpool,4539314.33,USD,OP-868986,25/07/2018,N/A,N/A
telmex,3509167.47,MXN,OP-202351,24/07/2016,14/03/2017,233
FEMSA,6941190.96,MXN,OP-820939,"April 04, 2018",N/A,N/A
cemex,6381295.78,EUR,OP-383463,27/08/2022,N/A,N/A
FEMSA,3418431.28,USD,OP-268411,"April 15, 2021",N/A,N/A
LIVERPOOL,7644641.77,MXN,OP-569112,2018-12-28,21-Jan-2024,1850
liverpool,6335244.5,USD,OP-175753,2019-07-25,N/A,N/A
grupo lala,7011254.11,MXN,OP-409092,"March 21, 2017","September 16, 2017",179
grupo méxico,3578878.49,EUR,OP-684579,13/02/2022,26-Mar-2024,772
CEMEX,243440.04,USD,OP-724379,"August 09, 2018",N/A,N/A
BBVA MÉXICO,5947614.64,EUR,OP-833435,"August 10, 2021",N/A,N/A
GRUPO CARSO,6058300.92,EUR,OP-508104,11/09/2022,N/A,N/A
PEMEX,4070678.0,USD,OP-836238,23/11/2019,N/A,N/A
GRUPO CARSO,6335753.16,USD,OP-937343,16/07/2024,N/A,N/A
GRUPO CARSO,1343740.09,MXN,OP-553592,2020-12-31,2022-01-21,386
américa móvil,783676.88,MXN,OP-324139,31-Dec-2023,N/A,N/A
WALMART DE MÉXICO,7057950.16,MXN,OP-809318,29/10/2016,2023-09-05,2502
BANORTE,9194675.71,USD,OP-937068,24/01/2021,"September 23, 2022",607
LIVERPOOL,9611888.3,EUR,OP-674393,05/12/2016,N/A,N/A
soriana,6219709.02,MXN,OP-789506,15-Jul-2018,18-Jul-2018,3
soriana,1403464.2,USD,OP-311563,"May 12, 2025",N/A,N/A
américa móvil,3069946.71,EUR,OP-779682,2020-01-15,N/A,N/A
pemex,6909418.85,USD,OP-158540,2017-05-27,N/A,N/A
TELMEX,4807130.17,EUR,OP-820815,25-Apr-2020,N/A,N/A
bbva méxico,475902.74,USD,OP-876398,"July 10, 2021",N/A,N/A
bbva méxico,1897527.15,USD,OP-479732,24-Sep-2020,N/A,N/A
LIVERPOOL,245679.48,MXN,OP-312523,"June 18, 2024",N/A,N/A
GRUPO LALA,7838247.74,EUR,OP-527895,08-Mar-2019,16/03/2023,1469
CEMEX,5363785.86,USD,OP-349309,"January 07, 2025",N/A,N/A
ALSEA,4456549.2,EUR,OP-555355,"January 20, 2025",N/A,N/A
TELMEX,4149845.2,USD,OP-514898,"September 25, 2017",N/A,N/A
TELMEX,8227753.62,USD,OP-998015,2017-01-04,N/A,N/A
FEMSA,3657603.26,EUR,OP-475620,"June 19, 2021",N/A,N/A
telmex,4840345.52,EUR,OP-170233,"December 07, 2015",N/A,N/A
soriana,6488059.15,USD,OP-943152,2022-06-19,N/A,N/A
américa móvil,9166404.19,USD,OP-423166,15-May-2022,N/A,N/A
grupo carso,4263635.58,EUR,OP-735949,30/03/2019,N/A,N/A
ALSEA,9645379.2,MXN,OP-930659,04-Jan-2024,N/A,N/A
GRUPO CARSO,6914622.7,EUR,OP-441034,"July 21, 2024",N/A,N/A
bbva méxico,6880786.85,EUR,OP-354960,"December 19, 2021",N/A,N/A
alsea,7485261.9,MXN,OP-833512,2019-07-25,N/A,N/A
grupo méxico,304770.31,EUR,OP-971085,05-Apr-2023,N/A,N/A
AMÉRICA MÓVIL,4912462.0,USD,OP-261266,2021-01-16,N/A,N/A
GRUPO CARSO,2959643.01,USD,OP-626594,"February 05, 2017",N/A,N/A
BANORTE,3409693.94,EUR,OP-811194,2018-08-14,2022-07-04,1420
grupo méxico,4790495.04,USD,OP-249908,04/07/2024,N/A,N/A
GRUPO BIMBO,2359663.1,EUR,OP-106829,22/12/2021,N/A,N/A
GRUPO MÉXICO,276556.24,USD,OP-928596,2025-04-04,N/A,N/A
cemex,7677910.33,USD,OP-532886,"November 22, 2023",N/A,N/A
alsea,8963419.4,EUR,OP-864021,09-Feb-2019,04/11/2020,427
walmart de méxico,4320583.42,USD,OP-242230,20-Aug-2016,N/A,N/A
pemex,8581055.7,MXN,OP-147627,2023-10-16,N/A,N/A
LIVERPOOL,241502.98,MXN,OP-573989,"September 25, 2020",08/11/2022,685
GRUPO CARSO,3201977.82,USD,OP-426485,18/08/2022,N/A,N/A
alsea,4846910.98,EUR,OP-195531,2023-09-16,N/A,N/A
pemex,2679024.79,EUR,OP-987075,20-Dec-2020,N/A,N/A
GRUPO BIMBO,5866606.06,USD,OP-988902,07/01/2020,N/A,N/A
ALSEA,2804352.07,MXN,OP-527419,2025-04-18,N/A,N/A
grupo bimbo,3148242.96,USD,OP-144058,04/03/2016,28-Jul-2018,846
cemex,8358380.36,EUR,OP-310113,2020-03-21,14/03/2025,1819
femsa,8012409.59,USD,OP-166744,2024-05-11,N/A,N/A
grupo carso,9516144.88,EUR,OP-873545,2025-07-02,N/A,N/A
TELMEX,7157563.29,MXN,OP-228544,2018-09-16,"July 31, 2024",2145
CEMEX,1294675.2,EUR,OP-276167,28/10/2018,N/A,N/A
bbva méxico,6893850.95,MXN,OP-548114,22/06/2019,"March 03, 2020",255
walmart de méxico,9914691.92,MXN,OP-501105,03-Apr-2017,N/A,N/A
GRUPO CARSO,7614060.51,USD,OP-944712,2017-12-06,"August 08, 2020",976
PEMEX,1556327.35,USD,OP-842469,23-Nov-2023,N/A,N/A
GRUPO BIMBO,4609432.97,EUR,OP-314313,"December 13, 2022",N/A,N/A
TELMEX,7715937.5,EUR,OP-662494,29-Sep-2018,N/A,N/A
liverpool,1717677.16,USD,OP-415085,2022-07-01,13/10/2024,835
GRUPO MÉXICO,1176892.44,EUR,OP-657201,27-Jun-2021,N/A,N/A
grupo bimbo,8380260.97,EUR,OP-246147,"February 19, 2019",22/11/2019,276
soriana,2142520.34,MXN,OP-843606,"February 13, 2019",N/A,N/A
AMÉRICA MÓVIL,5598317.73,EUR,OP-702727,23/11/2022,N/A,N/A
ALSEA,3047416.42,EUR,OP-536243,"July 17, 2025",N/A,N/A
soriana,2747405.36,USD,OP-226125,25-Dec-2016,N/A,N/A
américa móvil,6578809.0,EUR,OP-577245,18-Feb-2018,"March 31, 2023",1867
américa móvil,9313407.27,MXN,OP-865258,"December 05, 2019",N/A,N/A
GRUPO MÉXICO,1689576.77,MXN,OP-870687,2024-04-06,N/A,N/A
pemex,8174812.69,MXN,OP-390639,04-Feb-2021,"June 14, 2024",1226
GRUPO MÉXICO,5482913.25,MXN,OP-132839,30-Mar-2019,N/A,N/A
soriana,9229978.17,MXN,OP-688952,18-Nov-2022,N/A,N/A
grupo bimbo,5970736.02,MXN,OP-609291,"August 23, 2023",N/A,N/A
BBVA MÉXICO,7768990.83,EUR,OP-428125,21-Aug-2020,N/A,N/A
GRUPO LALA,6217491.24,EUR,OP-986819,27/11/2022,N/A,N/A
ALSEA,6413067.72,EUR,OP-958981,12-Dec-2019,N/A,N/A
grupo méxico,7578075.82,USD,OP-820838,2025-03-08,N/A,N/A
liverpool,3441838.85,MXN,OP-188642,2018-07-23,31/10/2019,465
alsea,4107167.69,EUR,OP-769340,12/03/2021,N/A,N/A
GRUPO MÉXICO,6634717.49,EUR,OP-639271,11/12/2023,01-Jun-2024,202
soriana,6058546.37,USD,OP-323030,2018-04-20,04-Oct-2019,532
soriana,7290520.22,EUR,OP-338516,09/02/2021,2024-01-11,861
grupo lala,565383.43,EUR,OP-673667,14-Mar-2017,10-May-2025,2979
BBVA MÉXICO,1299965.8,USD,OP-528013,2025-06-21,N/A,N/A
pemex,256079.53,USD,OP-898920,"December 11, 2024",N/A,N/A
américa móvil,4283191.65,EUR,OP-538447,24-Oct-2019,N/A,N/A
GRUPO CARSO,6150559.12,MXN,OP-457339,23-Nov-2015,18-Dec-2024,3313
bbva méxico,1941844.66,EUR,OP-666240,21-Mar-2021,N/A,N/A
liverpool,808856.93,EUR,OP-801463,06/02/2025,N/A,N/A
BBVA MÉXICO,1309625.71,USD,OP-119668,2015-10-16,N/A,N/A
CEMEX,3187642.57,EUR,OP-463176,2016-12-14,16-Feb-2018,429
telmex,2862764.41,EUR,OP-195339,"February 23, 2020",N/A,N/A
LIVERPOOL,8832267.14,USD,OP-701199,20-Jun-2017,N/A,N/A
soriana,307459.99,EUR,OP-105776,22-Jun-2022,N/A,N/A
