Nombre_Empresa,Monto_Credito,Divisa,Operacion,Fecha_Inicio,Fecha_Fin,Plazo
PEMEX,8147909.71,MXN,OP-102930,"August 08, 2021","February 21, 2025",1293
bbva méxico,8756282.31,EUR,OP-102931,2017-10-15,16/08/2019,670
telmex,9990115.1,USD,OP-102932,"December 27, 2023",N/A,N/A
grupo bimbo,6780970.33,EUR,OP-102933,07/02/2024,N/A,N/A
TELMEX,1151618.76,MXN,OP-102934,"January 23, 2019",N/A,N/A
femsa,6697759.41,USD,OP-102935,"July 04, 2019","May 08, 2021",674
cemex,2555905.42,EUR,OP-102936,10-Jun-2019,"November 22, 2019",165
LIVERPOOL,1673249.4,USD,OP-102937,"August 12, 2023",25/08/2024,379
BANORTE,2774187.47,EUR,OP-102938,29-Sep-2022,"June 30, 2025",1005
femsa,4427000.75,EUR,OP-102939,08/02/2024,N/A,N/A
telmex,1364867.35,USD,OP-102940,"April 12, 2025",N/A,N/A
bbva méxico,5988229.4,MXN,OP-102941,"April 17, 2025",N/A,N/A
grupo bimbo,8091845.86,EUR,OP-102942,"October 25, 2022",09-Oct-2023,349
TELMEX,4762072.96,EUR,OP-102943,2019-03-30,N/A,N/A
pemex,4919264.1,MXN,OP-102944,27-Mar-2017,10-Sep-2020,1263
GRUPO CARSO,3959039.72,MXN,OP-102945,2016-02-25,N/A,N/A
grupo bimbo,9921295.77,USD,OP-102946,22/01/2016,N/A,N/A
GRUPO MÉXICO,6703373.37,MXN,OP-102947,26/02/2018,2023-09-02,2014
ALSEA,8469563.46,MXN,OP-102948,06/06/2023,N/A,N/A
soriana,5361314.08,MXN,OP-102949,24/01/2018,2018-04-12,78
soriana,7203306.41,EUR,OP-102950,21/02/2020,N/A,N/A
soriana,6877406.19,EUR,OP-102951,30-Jul-2016,N/A,N/A
grupo bimbo,9731327.37,USD,OP-102952,11/11/2018,14/03/2021,854
grupo bimbo,6174533.01,EUR,OP-102953,19/12/2018,N/A,N/A
SORIANA,4767220.4,EUR,OP-102954,"June 08, 2025",N/A,N/A
PEMEX,4912907.32,MXN,OP-102955,"May 02, 2018",N/A,N/A
GRUPO BIMBO,2683034.66,MXN,OP-102956,"July 21, 2025",N/A,N/A
LIVERPOOL,4852197.11,EUR,OP-102957,24/11/2020,N/A,N/A
telmex,3265499.93,EUR,OP-102958,"September 02, 2021",N/A,N/A
grupo méxico,6708195.43,USD,OP-102959,2016-12-03,N/A,N/A
BANORTE,6822915.85,EUR,OP-102960,2018-01-01,16/02/2022,1507
banorte,1293043.15,MXN,OP-102961,"November 05, 2017",N/A,N/A
LIVERPOOL,2569698.88,EUR,OP-102962,2018-04-22,2022-11-19,1672
grupo bimbo,7325833.55,USD,OP-102963,20/03/2016,05-Nov-2020,1691
GRUPO BIMBO,7761771.05,MXN,OP-102964,2020-12-27,N/A,N/A
GRUPO LALA,3191957.69,EUR,OP-102965,2016-12-24,N/A,N/A
liverpool,4411666.95,USD,OP-102966,"November 26, 2024",N/A,N/A
pemex,7680759.96,EUR,OP-102967,"December 02, 2018",2021-05-05,885
GRUPO CARSO,3551213.75,MXN,OP-102968,2024-03-18,N/A,N/A
walmart de méxico,3435068.79,EUR,OP-102969,16-Feb-2025,N/A,N/A
LIVERPOOL,9745851.76,MXN,OP-102970,"January 05, 2016",17/12/2018,1077
SORIANA,8019917.68,MXN,OP-102971,"October 09, 2016","October 16, 2018",737
pemex,4456578.28,USD,OP-102972,2023-09-12,N/A,N/A
FEMSA,8005768.38,MXN,OP-102973,"February 16, 2016",16/05/2018,820
grupo carso,4193841.45,USD,OP-102974,2019-03-27,N/A,N/A
banorte,6842170.52,USD,OP-102975,12-Oct-2019,N/A,N/A
banorte,6932093.41,EUR,OP-102976,"February 20, 2021",N/A,N/A
PEMEX,9934182.43,USD,OP-102977,2016-07-17,N/A,N/A
telmex,9435428.65,EUR,OP-102978,2024-10-06,N/A,N/A
américa móvil,1417445.05,EUR,OP-102979,04-Oct-2018,10-Jul-2024,2106
américa móvil,5141687.06,USD,OP-102980,08/11/2021,N/A,N/A
grupo bimbo,3064527.12,MXN,OP-102981,"November 13, 2023","March 21, 2025",494
cemex,4410420.56,EUR,OP-102982,"April 11, 2016",12/07/2024,3162
bbva méxico,2745347.6,MXN,OP-102983,26/06/2017,N/A,N/A
grupo bimbo,2881057.77,USD,OP-102984,2025-05-16,N/A,N/A
SORIANA,1416037.94,EUR,OP-102985,09/04/2019,N/A,N/A
CEMEX,5766406.38,MXN,OP-102986,"June 21, 2020",N/A,N/A
américa móvil,3137144.36,MXN,OP-102987,18/11/2015,"November 15, 2022",2554
GRUPO LALA,2615315.08,MXN,OP-102988,2020-10-31,N/A,N/A
soriana,6621068.48,EUR,OP-102989,09/06/2019,N/A,N/A
liverpool,5949336.31,EUR,OP-102990,01/02/2025,N/A,N/A
cemex,6366952.48,USD,OP-102991,"April 23, 2021",24-Feb-2022,307
WALMART DE MÉXICO,525768.93,EUR,OP-102992,"May 08, 2025",N/A,N/A
ALSEA,9776558.2,MXN,OP-102993,"February 04, 2017",2019-02-16,742
GRUPO BIMBO,1498720.01,MXN,OP-102994,09/01/2023,N/A,N/A
GRUPO BIMBO,9108628.38,USD,OP-102995,"June 25, 2021","January 04, 2022",193
banorte,6590678.06,EUR,OP-102996,11/08/2019,N/A,N/A
pemex,2068508.22,MXN,OP-102997,2019-02-01,N/A,N/A
grupo carso,5926888.33,EUR,OP-102998,2017-03-09,22-Jun-2020,1201
GRUPO CARSO,247459.59,MXN,OP-102999,2022-12-15,N/A,N/A
LIVERPOOL,9878631.55,EUR,OP-103000,03-Sep-2018,N/A,N/A
cemex,9430360.74,MXN,OP-103001,05-Jun-2025,N/A,N/A
GRUPO BIMBO,8850197.22,USD,OP-103002,06-Sep-2024,N/A,N/A
bbva méxico,1650832.77,EUR,OP-103003,10/09/2015,"April 19, 2019",1288
américa móvil,3283659.3,EUR,OP-103004,2021-12-15,N/A,N/A
soriana,991805.86,MXN,OP-103005,30/04/2017,N/A,N/A
AMÉRICA MÓVIL,4467104.06,EUR,OP-103006,19-Oct-2018,03-Nov-2024,2207
GRUPO MÉXICO,3332153.08,MXN,OP-103007,29/10/2021,11-Jun-2023,590
grupo méxico,8577424.54,MXN,OP-103008,04/11/2021,"February 01, 2025",1392
walmart de méxico,9800903.96,EUR,OP-103009,2016-02-12,13/05/2018,821
telmex,1748784.18,MXN,OP-103010,29/01/2017,2019-03-17,777
grupo méxico,3688703.89,USD,OP-103011,2020-07-22,N/A,N/A
femsa,6593193.81,EUR,OP-103012,2025-05-01,N/A,N/A
banorte,5140861.87,MXN,OP-103013,"August 23, 2025",N/A,N/A
LIVERPOOL,8748314.66,EUR,OP-103014,"November 17, 2017",2024-12-27,2597
bbva méxico,5708789.73,EUR,OP-103015,2019-03-27,N/A,N/A
WALMART DE MÉXICO,9898560.38,USD,OP-103016,25/05/2022,N/A,N/A
GRUPO LALA,9385825.63,EUR,OP-103017,"September 25, 2023",N/A,N/A
femsa,2041307.41,EUR,OP-103018,2020-02-11,2025-02-24,1840
banorte,1946087.9,USD,OP-103019,2017-12-09,09/10/2024,2467
GRUPO LALA,5888880.52,USD,OP-103020,"February 15, 2025",N/A,N/A
grupo méxico,1235507.13,MXN,OP-103021,12/02/2020,N/A,N/A
liverpool,1522597.75,MXN,OP-103022,28/07/2020,11/08/2024,1564
GRUPO CARSO,7308123.05,USD,OP-103023,12-May-2023,N/A,N/A
LIVERPOOL,2927404.96,EUR,OP-103024,16-Feb-2021,14/12/2024,1397
AMÉRICA MÓVIL,1598865.07,USD,OP-103025,17-Jun-2020,24/01/2025,1682
grupo méxico,6587578.79,MXN,OP-103026,17/04/2025,N/A,N/A
grupo méxico,8079813.39,EUR,OP-103027,10/06/2018,"April 12, 2025",2380
GRUPO MÉXICO,7181610.97,MXN,OP-103028,"May 09, 2019",N/A,N/A
alsea,8930189.51,MXN,OP-103029,"August 13, 2024",N/A,N/A
WALMART DE MÉXICO,2348318.14,EUR,OP-103030,2020-02-18,30/12/2021,681
soriana,9322034.21,USD,OP-103031,01/11/2016,08-Jan-2017,363
américa móvil,755645.51,USD,OP-103032,26-Jul-2024,N/A,N/A
TELMEX,3023804.97,MXN,OP-103033,2022-01-17,21-Feb-2022,35
GRUPO LALA,6640041.86,EUR,OP-103034,04-Jan-2018,09-Aug-2019,582
FEMSA,7280806.41,USD,OP-103035,"October 09, 2020",N/A,N/A
WALMART DE MÉXICO,4324550.74,EUR,OP-103036,2022-12-08,N/A,N/A
GRUPO BIMBO,2000724.24,USD,OP-103037,14/07/2019,N/A,N/A
liverpool,6604892.19,EUR,OP-103038,"June 21, 2025",N/A,N/A
grupo méxico,5610153.27,MXN,OP-103039,"July 03, 2016",N/A,N/A
FEMSA,8986873.0,EUR,OP-103040,07-Jul-2018,"February 21, 2022",1325
GRUPO BIMBO,8115685.24,USD,OP-103041,"August 08, 2019",2023-01-16,1257
soriana,4508876.04,EUR,OP-103042,"August 21, 2025",N/A,N/A
femsa,5515613.12,USD,OP-103043,2015-10-10,2023-08-03,2854
WALMART DE MÉXICO,9666559.72,EUR,OP-103044,2016-11-14,"October 07, 2022",2153
PEMEX,9680862.86,EUR,OP-103045,"August 21, 2024",N/A,N/A
pemex,9687312.44,MXN,OP-103046,"March 28, 2024",N/A,N/A
WALMART DE MÉXICO,1352593.0,EUR,OP-103047,04-Mar-2019,N/A,N/A
GRUPO BIMBO,9513078.59,USD,OP-103048,"June 11, 2020",N/A,N/A
TELMEX,6472190.52,EUR,OP-103049,26-Sep-2023,N/A,N/A
cemex,389323.55,EUR,OP-103050,25-Jan-2018,N/A,N/A
pemex,7855432.24,USD,OP-103051,16-Aug-2022,N/A,N/A
banorte,8368887.78,MXN,OP-103052,05/12/2018,N/A,N/A
soriana,1698695.25,EUR,OP-103053,19/04/2017,27/05/2024,2595
CEMEX,2644069.01,EUR,OP-103054,14-Nov-2023,2025-08-21,646
walmart de méxico,7781879.94,USD,OP-103055,2016-07-24,2024-01-18,2734
GRUPO BIMBO,4994594.73,USD,OP-103056,2018-11-22,22/09/2020,670
LIVERPOOL,4106859.72,EUR,OP-103057,17-Sep-2017,N/A,N/A
femsa,7250435.09,USD,OP-103058,"April 09, 2020",N/A,N/A
femsa,7456334.29,MXN,OP-103059,2024-04-26,N/A,N/A
TELMEX,7932122.78,USD,OP-103060,11/03/2025,N/A,N/A
BBVA MÉXICO,5611910.23,USD,OP-103061,"August 26, 2021","January 13, 2025",1236
AMÉRICA MÓVIL,7898886.48,USD,OP-103062,"March 15, 2020",N/A,N/A
WALMART DE MÉXICO,3123606.91,MXN,OP-103063,2021-04-04,21-Jan-2025,1388
GRUPO MÉXICO,2749516.88,EUR,OP-103064,2019-02-23,08/10/2022,1264
soriana,4674192.86,EUR,OP-103065,"August 07, 2018",28/01/2025,2366
GRUPO BIMBO,5228739.83,MXN,OP-103066,2018-12-14,N/A,N/A
SORIANA,9126066.0,MXN,OP-103067,29/09/2018,N/A,N/A
pemex,5204939.11,USD,OP-103068,2023-11-01,N/A,N/A
femsa,878269.97,USD,OP-103069,20-Jan-2018,04/02/2018,72
BBVA MÉXICO,2679040.01,MXN,OP-103070,"December 25, 2016",04-Feb-2025,2963
walmart de méxico,7543436.11,USD,OP-103071,16-Sep-2022,N/A,N/A
GRUPO BIMBO,5959843.33,EUR,OP-103072,2018-03-24,N/A,N/A
grupo lala,8672367.67,EUR,OP-103073,2022-09-25,N/A,N/A
GRUPO MÉXICO,3042226.64,MXN,OP-103074,07-Nov-2022,N/A,N/A
grupo bimbo,4743881.69,EUR,OP-103075,2019-06-22,"April 15, 2021",663
grupo bimbo,8608788.38,MXN,OP-103076,2022-06-02,N/A,N/A
CEMEX,994333.85,MXN,OP-103077,2019-09-05,N/A,N/A
grupo méxico,2014891.27,USD,OP-103078,28-May-2021,N/A,N/A
liverpool,568064.57,MXN,OP-103079,"August 09, 2024",N/A,N/A
FEMSA,3936333.03,EUR,OP-103080,"March 26, 2021",N/A,N/A
GRUPO BIMBO,8052494.82,MXN,OP-103081,21/11/2022,N/A,N/A
PEMEX,9331342.02,MXN,OP-103082,"July 08, 2022",N/A,N/A
bbva méxico,3934560.63,EUR,OP-103083,2023-11-14,"April 07, 2025",510
GRUPO BIMBO,8508487.35,USD,OP-103084,2016-08-11,2025-07-27,3272
PEMEX,6514762.79,USD,OP-103085,2018-11-18,N/A,N/A
alsea,705054.12,MXN,OP-103086,15-Mar-2019,N/A,N/A
soriana,7360391.06,USD,OP-103087,"February 15, 2022",N/A,N/A
telmex,8015054.27,EUR,OP-103088,13/05/2016,26-Mar-2020,1413
grupo carso,6453568.43,EUR,OP-103089,2022-07-30,N/A,N/A
GRUPO CARSO,9013886.94,USD,OP-103090,2018-11-24,"March 04, 2020",466
telmex,8882939.65,USD,OP-103091,08/09/2015,N/A,N/A
CEMEX,9518407.36,MXN,OP-103092,2016-10-31,N/A,N/A
bbva méxico,1357158.68,USD,OP-103093,"December 16, 2015",05-Nov-2019,1420
liverpool,6023022.32,EUR,OP-103094,09/10/2016,"October 23, 2017",408
GRUPO LALA,3756406.37,USD,OP-103095,"July 09, 2020",N/A,N/A
américa móvil,8793958.04,EUR,OP-103096,18-Feb-2017,19-Jan-2024,2526
PEMEX,4955533.59,EUR,OP-103097,07/04/2025,N/A,N/A
BANORTE,9212608.07,MXN,OP-103098,08/04/2021,N/A,N/A
PEMEX,8712032.59,EUR,OP-103099,"July 26, 2023",N/A,N/A
GRUPO CARSO,4481073.46,EUR,OP-103100,2021-10-05,N/A,N/A
FEMSA,3543040.05,USD,OP-103101,11/12/2024,N/A,N/A
WALMART DE MÉXICO,5607644.62,MXN,OP-103102,"December 16, 2015",2025-08-09,3524
alsea,6246350.5,EUR,OP-103103,18/01/2018,2023-08-30,2050
GRUPO CARSO,6581683.4,EUR,OP-103104,"August 01, 2022",N/A,N/A
pemex,607191.38,EUR,OP-103105,13-Jul-2017,N/A,N/A
BANORTE,7744340.61,USD,OP-103106,02/02/2023,N/A,N/A
liverpool,112272.2,EUR,OP-103107,22/11/2024,01-Aug-2025,252
grupo carso,5829705.83,USD,OP-103108,18/12/2018,2022-04-13,1212
américa móvil,7995970.67,USD,OP-103109,"May 03, 2018",N/A,N/A
femsa,4831655.25,USD,OP-103110,12-Jul-2022,N/A,N/A
ALSEA,4506969.55,USD,OP-103111,06-Jun-2022,2024-05-30,724
PEMEX,6098906.16,USD,OP-103112,19/03/2021,N/A,N/A
GRUPO BIMBO,8278213.38,USD,OP-103113,17-Nov-2017,21/08/2024,2469
grupo bimbo,5484236.43,EUR,OP-103114,2015-09-30,"February 04, 2025",3415
PEMEX,3972671.73,USD,OP-103115,25-Nov-2023,N/A,N/A
femsa,1939534.09,MXN,OP-103116,19-May-2016,N/A,N/A
GRUPO MÉXICO,2506290.64,USD,OP-103117,19-Jul-2020,05-May-2022,655
GRUPO BIMBO,5558971.96,USD,OP-103118,"April 05, 2022",N/A,N/A
walmart de méxico,7494951.06,USD,OP-103119,27-Feb-2020,N/A,N/A
bbva méxico,6134949.64,EUR,OP-103120,2023-12-07,09-May-2024,154
banorte,6943986.3,EUR,OP-103121,29-Dec-2019,N/A,N/A
grupo méxico,7451982.52,USD,OP-103122,2022-04-11,2023-05-13,397
GRUPO BIMBO,5351684.71,MXN,OP-103123,2021-04-09,2022-12-05,605
américa móvil,621838.41,MXN,OP-103124,15/05/2024,N/A,N/A
soriana,3846116.62,USD,OP-103125,09/03/2025,N/A,N/A
TELMEX,188171.43,MXN,OP-103126,2019-06-26,N/A,N/A
ALSEA,1229746.15,USD,OP-103127,29/02/2020,N/A,N/A
bbva méxico,8499521.97,EUR,OP-103128,19/01/2024,N/A,N/A
banorte,895271.67,USD,OP-103129,12/07/2024,N/A,N/A
walmart de méxico,1593269.42,EUR,OP-103130,08/06/2024,N/A,N/A
bbva méxico,6210948.77,USD,OP-103131,07/01/2023,N/A,N/A
TELMEX,8826970.78,USD,OP-103132,09/12/2020,2020-10-16,34
BBVA MÉXICO,9646163.73,USD,OP-103133,2021-08-04,N/A,N/A
américa móvil,8976439.64,MXN,OP-103134,"December 02, 2015","April 18, 2022",2329
liverpool,2809627.06,EUR,OP-103135,2016-07-13,23-May-2019,1044
SORIANA,8924949.05,EUR,OP-103136,2018-06-30,2023-01-30,1675
GRUPO LALA,7872596.14,MXN,OP-103137,27-Sep-2017,"March 13, 2021",1263
ALSEA,4353976.82,USD,OP-103138,12/03/2022,N/A,N/A
GRUPO LALA,6557350.47,EUR,OP-103139,05/08/2023,N/A,N/A
LIVERPOOL,6131348.36,MXN,OP-103140,04/06/2018,N/A,N/A
WALMART DE MÉXICO,4747481.38,EUR,OP-103141,13/04/2017,28/06/2020,1172
GRUPO LALA,8565573.34,USD,OP-103142,2019-01-22,01-Oct-2020,618
américa móvil,9565441.42,MXN,OP-103143,"September 18, 2022",N/A,N/A
walmart de méxico,5545858.45,MXN,OP-103144,02/07/2024,N/A,N/A
GRUPO CARSO,7700913.57,USD,OP-103145,"June 23, 2024",N/A,N/A
soriana,4926999.62,MXN,OP-103146,"October 23, 2023","December 23, 2023",61
BANORTE,8682853.75,EUR,OP-103147,28/09/2015,2020-11-25,1885
CEMEX,1936493.17,USD,OP-103148,2025-07-26,N/A,N/A
GRUPO LALA,346030.93,MXN,OP-103149,21/01/2016,30/10/2018,1013
BANORTE,1025589.7,EUR,OP-103150,"January 02, 2018",15-Aug-2022,1686
telmex,1900399.14,MXN,OP-103151,26-Aug-2016,18/04/2020,1331
walmart de méxico,7483132.17,EUR,OP-103152,"February 21, 2019",22/09/2024,2040
TELMEX,4521961.32,MXN,OP-103153,07-Jun-2021,2023-03-29,660
liverpool,9519506.48,MXN,OP-103154,25/01/2017,N/A,N/A
BANORTE,407596.05,MXN,OP-103155,2019-02-10,N/A,N/A
GRUPO LALA,7509268.53,MXN,OP-103156,"July 17, 2017","May 21, 2025",2865
BANORTE,7607963.13,EUR,OP-103157,03/05/2020,N/A,N/A
américa móvil,5155783.16,EUR,OP-103158,"March 26, 2016",21/09/2017,544
pemex,417445.04,USD,OP-103159,11-Oct-2015,27-Nov-2015,47
PEMEX,9596125.84,USD,OP-103160,"July 30, 2019",23/09/2024,1882
femsa,1782728.25,USD,OP-103161,"January 14, 2017","February 09, 2018",391
grupo bimbo,3496641.45,USD,OP-103162,30/08/2016,24-Jan-2022,1973
grupo lala,1081431.11,EUR,OP-103163,2020-04-03,N/A,N/A
SORIANA,2918588.51,USD,OP-103164,2021-07-22,N/A,N/A
BBVA MÉXICO,7702145.34,EUR,OP-103165,"October 21, 2015",N/A,N/A
telmex,2130796.34,MXN,OP-103166,2021-07-02,N/A,N/A
grupo lala,9372283.15,MXN,OP-103167,02/10/2015,N/A,N/A
GRUPO LALA,8952811.85,MXN,OP-103168,20/03/2017,N/A,N/A
GRUPO LALA,4829482.61,EUR,OP-103169,16/05/2016,N/A,N/A
femsa,8279706.82,EUR,OP-103170,"December 13, 2015",30/08/2021,2087
américa móvil,5174616.61,USD,OP-103171,23/09/2023,"December 16, 2024",450
walmart de méxico,9575341.63,EUR,OP-103172,03/09/2018,N/A,N/A
walmart de méxico,4408505.31,USD,OP-103173,"March 20, 2022",N/A,N/A
américa móvil,2136956.68,EUR,OP-103174,22/10/2023,N/A,N/A
bbva méxico,9328135.7,EUR,OP-103175,"March 04, 2021",18-Jul-2024,1232
FEMSA,5393130.96,USD,OP-103176,12-Jan-2018,18/06/2020,888
PEMEX,105488.4,EUR,OP-103177,2016-11-06,01-Jul-2022,2063
BBVA MÉXICO,6576630.71,USD,OP-103178,"March 13, 2019",20-Jul-2019,129
AMÉRICA MÓVIL,5142277.83,USD,OP-103179,04/04/2021,08/07/2025,1586
GRUPO MÉXICO,7752749.89,MXN,OP-103180,2015-09-12,01-Mar-2021,1997
BANORTE,7747069.03,USD,OP-103181,2024-10-09,17/02/2025,131
grupo carso,6141206.86,USD,OP-103182,12/05/2021,N/A,N/A
AMÉRICA MÓVIL,1497197.26,USD,OP-103183,2022-07-07,"July 06, 2024",730
GRUPO CARSO,5197495.52,EUR,OP-103184,18-Apr-2025,N/A,N/A
pemex,9793619.95,MXN,OP-103185,17-Sep-2019,N/A,N/A
WALMART DE MÉXICO,3412292.33,MXN,OP-103186,15-Oct-2020,2021-10-08,358
soriana,2784892.75,MXN,OP-103187,2024-05-22,N/A,N/A
américa móvil,5232803.52,EUR,OP-103188,28/04/2018,N/A,N/A
alsea,807955.87,USD,OP-103189,24-Feb-2019,N/A,N/A
GRUPO LALA,3988962.34,EUR,OP-103190,"February 16, 2022",N/A,N/A
pemex,503214.79,EUR,OP-103191,"April 24, 2019",N/A,N/A
grupo lala,7513803.15,USD,OP-103192,2024-08-06,N/A,N/A
pemex,8164734.81,EUR,OP-103193,10-Nov-2018,23-Jul-2025,2447
grupo méxico,4738497.79,MXN,OP-103194,2021-01-26,"May 10, 2021",104
grupo lala,6703238.67,USD,OP-103195,27-Oct-2018,"April 19, 2019",174
grupo carso,8672538.35,MXN,OP-103196,"October 29, 2015",04/05/2024,3081
grupo carso,4398442.09,EUR,OP-103197,2018-03-04,N/A,N/A
pemex,7064483.53,EUR,OP-103198,"December 07, 2020",N/A,N/A
SORIANA,9140989.95,MXN,OP-103199,2015-09-27,N/A,N/A
bbva méxico,910468.77,EUR,OP-103200,03/06/2019,N/A,N/A
AMÉRICA MÓVIL,932449.34,MXN,OP-103201,2017-06-30,"October 14, 2018",471
GRUPO BIMBO,9242881.38,MXN,OP-103202,2018-02-12,21/06/2023,1955
américa móvil,8985143.62,MXN,OP-103203,13/12/2019,08-Oct-2022,1030
ALSEA,7726782.02,EUR,OP-103204,15/06/2019,N/A,N/A
pemex,6443059.72,USD,OP-103205,"March 28, 2025",N/A,N/A
banorte,2597224.61,EUR,OP-103206,05-Nov-2020,N/A,N/A
BBVA MÉXICO,3634548.57,USD,OP-103207,14/07/2016,N/A,N/A
GRUPO MÉXICO,1237951.55,EUR,OP-103208,06-Mar-2025,N/A,N/A
bbva méxico,7599291.82,USD,OP-103209,2019-02-18,07-Jun-2025,2301
WALMART DE MÉXICO,8527985.4,MXN,OP-103210,12-Jun-2016,N/A,N/A
walmart de méxico,6139978.11,EUR,OP-103211,28/03/2020,N/A,N/A
liverpool,9543595.66,USD,OP-103212,29-Sep-2020,N/A,N/A
soriana,8431423.63,MXN,OP-103213,2016-05-12,13/06/2023,2588
walmart de méxico,973962.66,EUR,OP-103214,10/03/2025,N/A,N/A
LIVERPOOL,8846733.31,EUR,OP-103215,"February 15, 2021",15-Aug-2024,1277
GRUPO LALA,8016557.53,MXN,OP-103216,2022-03-10,N/A,N/A
ALSEA,2826598.34,MXN,OP-103217,2024-04-15,N/A,N/A
alsea,6018739.81,EUR,OP-103218,"December 29, 2020",N/A,N/A
pemex,8830919.85,MXN,OP-103219,25-Jul-2024,N/A,N/A
WALMART DE MÉXICO,1587145.29,EUR,OP-103220,2015-12-02,"September 17, 2022",2481
bbva méxico,1707995.58,MXN,OP-103221,"August 20, 2021",N/A,N/A
AMÉRICA MÓVIL,6287938.3,MXN,OP-103222,"December 22, 2017",25-Sep-2024,2469
CEMEX,5393000.37,EUR,OP-103223,25-Jun-2024,"October 25, 2024",122
grupo méxico,2692996.5,MXN,OP-103224,30/12/2015,05-May-2021,1953
telmex,672527.85,USD,OP-103225,13/10/2017,19-Oct-2018,371
ALSEA,7191003.48,USD,OP-103226,"May 26, 2025",N/A,N/A
GRUPO MÉXICO,5493766.63,EUR,OP-103227,"December 03, 2021",2025-07-10,1315
alsea,7954678.56,USD,OP-103228,"January 06, 2022",N/A,N/A
américa móvil,2166817.1,EUR,OP-103229,27-Mar-2016,2021-01-28,1768
TELMEX,9531359.07,MXN,OP-103230,"April 02, 2019",N/A,N/A
WALMART DE MÉXICO,1680277.18,EUR,OP-103231,22/11/2015,N/A,N/A
BBVA MÉXICO,3787286.16,USD,OP-103232,2021-12-04,N/A,N/A
WALMART DE MÉXICO,936619.24,EUR,OP-103233,22-Apr-2023,N/A,N/A
GRUPO BIMBO,6393075.72,USD,OP-103234,14/03/2020,2024-02-05,1423
GRUPO MÉXICO,1644830.35,EUR,OP-103235,15-Mar-2018,"January 10, 2025",2493
CEMEX,7135754.5,USD,OP-103236,06-Jun-2022,09/08/2023,459
alsea,259221.36,EUR,OP-103237,"March 20, 2025",2025-07-31,133
PEMEX,8656272.84,USD,OP-103238,24-Oct-2018,2019-07-01,250
bbva méxico,4672409.88,EUR,OP-103239,2022-07-28,N/A,N/A
liverpool,6117400.71,EUR,OP-103240,10/01/2025,N/A,N/A
ALSEA,940202.56,EUR,OP-103241,03/12/2019,25-Mar-2024,1840
GRUPO CARSO,7738340.21,EUR,OP-103242,"January 18, 2018",N/A,N/A
AMÉRICA MÓVIL,7930910.86,EUR,OP-103243,27-Sep-2015,"July 31, 2024",3230
BBVA MÉXICO,4564940.66,USD,OP-103244,2018-02-16,"February 06, 2019",355
alsea,9522929.96,MXN,OP-103245,"May 05, 2021",28-Feb-2024,1029
SORIANA,9550065.78,USD,OP-103246,2020-08-06,N/A,N/A
BANORTE,6146878.19,USD,OP-103247,"November 10, 2017",N/A,N/A
telmex,3348252.59,USD,OP-103248,"February 19, 2019","October 18, 2020",607
GRUPO MÉXICO,9703847.14,EUR,OP-103249,11-Apr-2024,N/A,N/A
CEMEX,2881788.26,EUR,OP-103250,2024-10-31,N/A,N/A
pemex,7208049.07,MXN,OP-103251,07/05/2025,N/A,N/A
bbva méxico,4772559.35,USD,OP-103252,"January 11, 2018",2024-10-08,2462
FEMSA,2833007.6,EUR,OP-103253,07-Nov-2023,N/A,N/A
grupo bimbo,8729101.96,MXN,OP-103254,11-Sep-2015,13-May-2020,1706
américa móvil,4809387.91,USD,OP-103255,2022-07-25,N/A,N/A
cemex,2783719.34,MXN,OP-103256,23-Jul-2020,20/06/2022,697
banorte,7956138.94,EUR,OP-103257,2016-12-16,"November 14, 2020",1429
cemex,8753311.86,MXN,OP-103258,18-Jun-2022,02-Aug-2025,1141
ALSEA,5290684.2,USD,OP-103259,2018-11-18,26-Oct-2024,2169
BANORTE,8567522.01,USD,OP-103260,"May 18, 2018",N/A,N/A
américa móvil,7592879.05,USD,OP-103261,"November 25, 2019","February 15, 2024",1543
LIVERPOOL,2542481.78,EUR,OP-103262,16/03/2023,N/A,N/A
grupo carso,4404901.92,EUR,OP-103263,"October 27, 2022",N/A,N/A
banorte,3658753.37,MXN,OP-103264,16/10/2024,N/A,N/A
BANORTE,2698826.41,EUR,OP-103265,"October 09, 2018","August 10, 2022",1401
WALMART DE MÉXICO,9854612.7,EUR,OP-103266,2023-06-30,2025-08-07,769
FEMSA,5864414.33,EUR,OP-103267,"October 20, 2021","November 11, 2022",387
WALMART DE MÉXICO,205064.07,MXN,OP-103268,2024-12-03,N/A,N/A
GRUPO LALA,2259132.91,EUR,OP-103269,2017-08-13,"August 02, 2019",719
WALMART DE MÉXICO,3016961.53,USD,OP-103270,15-Jul-2024,N/A,N/A
CEMEX,4027922.04,USD,OP-103271,2021-02-25,N/A,N/A
BANORTE,4629761.11,MXN,OP-103272,21/08/2020,N/A,N/A
TELMEX,6678984.38,EUR,OP-103273,2024-03-01,N/A,N/A
GRUPO BIMBO,5960261.27,EUR,OP-103274,26/01/2020,N/A,N/A
TELMEX,5741800.79,MXN,OP-103275,"February 24, 2016",2017-01-28,339
walmart de méxico,7040321.53,EUR,OP-103276,2015-10-26,"August 18, 2018",1027
ALSEA,2103167.41,EUR,OP-103277,13-Dec-2021,N/A,N/A
PEMEX,5770572.34,MXN,OP-103278,"June 20, 2021",N/A,N/A
GRUPO MÉXICO,2615171.11,USD,OP-103279,08-Jun-2025,N/A,N/A
